id,observed_on,time_observed_at,user_id,user_login,url,latitude,longitude,positional_accuracy,place_town_name,place_county_name,place_state_name,place_country_name,scientific_name,field:oba collection method,field:oba collector id,field:trap installed,field:trap removed
24547490,2019-05-04,2019-05-04 21:00:00 UTC,816767,jeaniet,https://www.inaturalist.org/observations/24547490,45.1337999432,-123.3730747831,5,,Yamhill,Oregon,United States,Rosmarinus officinalis,net,,"",""
24549249,2019-05-04,2019-05-04 23:10:39 UTC,620505,judithmaxwell,https://www.inaturalist.org/observations/24549249,42.2380346559,-123.7036405436,24,,Josephine,Oregon,United States,Phacelia corymbosa,net,,,
24562818,2019-05-04,2019-05-04 21:37:50 UTC,1423344,jessica789,https://www.inaturalist.org/observations/24562818,45.8812698216,-122.8923070058,66,,Columbia,Oregon,United States,,net,,,
24563075,2019-05-04,2019-05-04 21:44:30 UTC,1423344,jessica789,https://www.inaturalist.org/observations/24563075,45.881778717,-122.8927536011,,,Columbia,Oregon,United States,Aronia melanocarpa,net,,,
24563251,2019-05-04,2019-05-04 22:07:22 UTC,1423344,jessica789,https://www.inaturalist.org/observations/24563251,45.8813781738,-122.8922576904,,,Columbia,Oregon,United States,Rhododendron,net,,,
24571977,2019-05-04,2019-05-05 02:11:00 UTC,620505,judithmaxwell,https://www.inaturalist.org/observations/24571977,42.2381583333,-123.7036944444,80,,Josephine,Oregon,United States,Lomatium,net,,,
24606341,2019-05-05,2019-05-05 18:14:40 UTC,429964,amelathopoulos,https://www.inaturalist.org/observations/24606341,45.4800017,-123.02144981,16,,Washington,Oregon,United States,Vaccinium,net,,,
24619218,2019-05-05,2019-05-05 20:57:54 UTC,1462047,marksg,https://www.inaturalist.org/observations/24619218,45.5174397623,-122.8502006024,65,,Washington,Oregon,United States,Erysimum capitatum,net,,"",""
24619638,2019-05-05,2019-05-05 21:04:23 UTC,1462047,marksg,https://www.inaturalist.org/observations/24619638,45.517348188,-122.8501148849,65,,Washington,Oregon,United States,Aquifoliaceae,net,,,
24620283,2019-05-05,2019-05-05 18:23:59 UTC,327525,brianalindh,https://www.inaturalist.org/observations/24620283,44.96185,-123.2592916667,5,,Polk,Oregon,United States,Valerianella locusta,net,,"",""
24620841,2019-05-05,2019-05-05 21:16:44 UTC,1482843,jdillow,https://www.inaturalist.org/observations/24620841,45.35025322,-123.0011371,9,,Yamhill,Oregon,United States,Rhododendron,net,,,
24622883,2019-05-05,2019-05-05 18:38:31 UTC,327525,brianalindh,https://www.inaturalist.org/observations/24622883,44.9622333333,-123.259505,5,,Polk,Oregon,United States,,net,,"",""
24623058,2019-05-05,2019-05-05 18:32:45 UTC,327525,brianalindh,https://www.inaturalist.org/observations/24623058,44.9622033333,-123.2596366667,5,,Polk,Oregon,United States,Sanicula bipinnatifida,net,,"",""
24623080,2019-05-05,2019-05-05 21:51:57 UTC,1462047,marksg,https://www.inaturalist.org/observations/24623080,45.5174805131,-122.8502681573,5,,Washington,Oregon,United States,Allium,net,,"",""
24626737,2019-05-05,2019-05-05 20:38:09 UTC,1423344,jessica789,https://www.inaturalist.org/observations/24626737,46.1007993742,-122.9803344235,263,,Columbia,Oregon,United States,Hyacinthoides,net,,,
24629012,2019-05-04,2019-05-04 23:38:53 UTC,927865,natalielozano,https://www.inaturalist.org/observations/24629012,45.4983389668,-122.601781101,6,Portland,Multnomah,Oregon,United States,Fragaria vesca,net,,"",""
24629056,2019-05-05,2019-05-05 23:06:41 UTC,927865,natalielozano,https://www.inaturalist.org/observations/24629056,45.4983058901,-122.6016684167,6,Portland,Multnomah,Oregon,United States,Smyrnium olusatrum,net,,"",""
24632968,2019-05-05,2019-05-05 21:10:00 UTC,1539907,pdxmartha,https://www.inaturalist.org/observations/24632968,45.46245199,-123.96854599,9,,Tillamook,Oregon,United States,Syringa vulgaris,net,,,
24635640,2019-05-05,2019-05-06 00:47:31 UTC,792468,molfamily,https://www.inaturalist.org/observations/24635640,45.1711483856,-123.1857576076,24,,Yamhill,Oregon,United States,Lupinus,net,,"",""
24650141,2019-05-05,2019-05-05 22:08:20 UTC,1492386,michelesims,https://www.inaturalist.org/observations/24650141,44.2356084846,-121.5632182081,5,,Deschutes,Oregon,United States,Salix,net,,"",""
24650183,2019-05-05,2019-05-05 22:33:52 UTC,1492386,michelesims,https://www.inaturalist.org/observations/24650183,44.2353405152,-121.5627209936,10,,Deschutes,Oregon,United States,Arctostaphylos patula,net,,"",""
24679998,2019-05-03,2019-05-03 23:09:36 UTC,800960,pamarion,https://www.inaturalist.org/observations/24679998,45.5043746951,-122.2403503397,5,,Multnomah,Oregon,United States,Prunus laurocerasus,net,,"",""
24686151,2019-05-06,2019-05-06 17:19:51 UTC,792468,molfamily,https://www.inaturalist.org/observations/24686151,45.3023418576,-123.4150474829,24,,Yamhill,Oregon,United States,Taraxacum officinale,net,,"",""
24686261,2019-05-06,2019-05-06 17:33:59 UTC,792468,molfamily,https://www.inaturalist.org/observations/24686261,45.3081155075,-123.4190959634,24,,Yamhill,Oregon,United States,Acer circinatum,net,,"",""
24686269,2019-05-06,2019-05-06 20:03:57 UTC,433308,annie333,https://www.inaturalist.org/observations/24686269,44.91971268,-123.11562504,9,,Polk,Oregon,United States,Camassia leichtlinii,net,,,
24686363,2019-05-06,2019-05-06 20:08:02 UTC,792468,molfamily,https://www.inaturalist.org/observations/24686363,45.1713849541,-123.1853029704,12,,Yamhill,Oregon,United States,Phacelia tanacetifolia,net,,"",""
24686436,2019-05-06,2019-05-06 20:09:29 UTC,433308,annie333,https://www.inaturalist.org/observations/24686436,44.91974586,-123.11565094,9,,Polk,Oregon,United States,Taraxacum,net,,,
24686562,2019-05-06,2019-05-06 20:11:51 UTC,792468,molfamily,https://www.inaturalist.org/observations/24686562,45.1712923833,-123.1854544126,24,,Yamhill,Oregon,United States,Boraginaceae,net,,"",""
24690565,2019-05-06,2019-05-06 21:11:29 UTC,829567,tonistephan,https://www.inaturalist.org/observations/24690565,44.28711546,-120.84408708,6,,Crook,Oregon,United States,Salix,net,,,
24695347,2019-05-06,2019-05-06 22:28:22 UTC,620505,judithmaxwell,https://www.inaturalist.org/observations/24695347,42.095474101,-123.6838183903,24,,Josephine,Oregon,United States,Calochortus,net,,,
24695579,2019-05-03,2019-05-03 18:15:34 UTC,841568,lohump,https://www.inaturalist.org/observations/24695579,44.0198439917,-123.1585997343,263,,Lane,Oregon,United States,Ranunculus orthorhynchus,net,,,
24696006,2019-05-03,2019-05-03 19:06:34 UTC,841568,lohump,https://www.inaturalist.org/observations/24696006,44.0159683228,-123.1566543579,,,Lane,Oregon,United States,Rubus ursinus,net,,,
24696260,2019-05-03,2019-05-03 20:10:34 UTC,841568,lohump,https://www.inaturalist.org/observations/24696260,44.0134887695,-123.1519775391,,,Lane,Oregon,United States,Ranunculus orthorhynchus,net,,,
24696513,2019-05-03,2019-05-03 21:11:56 UTC,841568,lohump,https://www.inaturalist.org/observations/24696513,44.0165100098,-123.1547088623,,,Lane,Oregon,United States,,net,,,
24696830,2019-05-05,2019-05-05 22:05:19 UTC,841568,lohump,https://www.inaturalist.org/observations/24696830,,,,,,,,Rubus ursinus,net,,,
24697117,2019-05-05,2019-05-05 19:13:36 UTC,841568,lohump,https://www.inaturalist.org/observations/24697117,,,,,,,,Elaeagnus umbellata,net,,,
24697291,2019-05-06,2019-05-06 23:02:14 UTC,1561159,jocelyn_mcauley,https://www.inaturalist.org/observations/24697291,45.5314898295,-122.6089902967,9,Portland,Multnomah,Oregon,United States,Rubus ursinus,net,,,
24697465,2019-05-05,2019-05-05 20:15:56 UTC,841568,lohump,https://www.inaturalist.org/observations/24697465,,,,,,,,Raphanus sativus,net,,,
24698720,2019-05-06,2019-05-06 20:41:36 UTC,770229,englerj,https://www.inaturalist.org/observations/24698720,45.6902963,-121.3846108,3400,,Wasco,Oregon,United States,Balsamorhiza careyana,net,,,
24700052,2019-05-06,2019-05-06 21:37:05 UTC,800960,pamarion,https://www.inaturalist.org/observations/24700052,45.5029165148,-122.2410415762,200,,Multnomah,Oregon,United States,Fragaria vesca,net,,"",""
24701088,2019-05-06,2019-05-06 19:49:05 UTC,754260,ellenwatrous,https://www.inaturalist.org/observations/24701088,42.65117905,-123.58747462,7,,Josephine,Oregon,United States,Madia elegans,net,,,
24706983,2019-05-06,2019-05-06 20:54:14 UTC,1423344,jessica789,https://www.inaturalist.org/observations/24706983,46.1008911133,-122.9800186157,,,Columbia,Oregon,United States,Spiraea,net,,,
24709069,2019-05-06,2019-05-06 20:26:51 UTC,754260,ellenwatrous,https://www.inaturalist.org/observations/24709069,42.65063811,-123.59033444,9,,Josephine,Oregon,United States,Phacelia heterophylla,net,,,
24709221,2019-05-06,2019-05-06 23:53:11 UTC,754260,ellenwatrous,https://www.inaturalist.org/observations/24709221,42.42689942,-123.54456243,6,,Josephine,Oregon,United States,,net,,,
24709227,2019-05-06,2019-05-07 00:04:27 UTC,754260,ellenwatrous,https://www.inaturalist.org/observations/24709227,42.42696496,-123.54461446,7,,Josephine,Oregon,United States,Sisyrinchium bellum,net,,,
24709350,2019-05-06,2019-05-07 00:13:09 UTC,754260,ellenwatrous,https://www.inaturalist.org/observations/24709350,42.42700049,-123.54475875,7,,Josephine,Oregon,United States,Plectritis congesta,net,,,
24709496,2019-05-06,2019-05-07 00:46:36 UTC,754260,ellenwatrous,https://www.inaturalist.org/observations/24709496,42.42692518,-123.54442924,8,,Josephine,Oregon,United States,Lomatium triternatum,net,,,
24729250,2019-05-06,2019-05-07 00:53:49 UTC,754260,ellenwatrous,https://www.inaturalist.org/observations/24729250,42.4149957,-123.4183116,3099,,Josephine,Oregon,United States,Quercus garryana breweri,net,,,
24740884,2019-05-07,2019-05-07 18:08:35 UTC,1561159,jocelyn_mcauley,https://www.inaturalist.org/observations/24740884,45.54434417,-122.3721591,9,,Multnomah,Oregon,United States,Camassia,net,,,
24742494,2019-05-07,2019-05-07 18:33:21 UTC,1561159,jocelyn_mcauley,https://www.inaturalist.org/observations/24742494,45.54474667,-122.37206227,5,,Multnomah,Oregon,United States,Camassia,net,,,
24744531,2019-05-07,2019-05-07 19:06:03 UTC,754260,ellenwatrous,https://www.inaturalist.org/observations/24744531,42.23717248,-123.69508886,7,,Josephine,Oregon,United States,Calochortus tolmiei,net,,,
24744608,2019-05-07,2019-05-07 19:08:34 UTC,1462047,marksg,https://www.inaturalist.org/observations/24744608,42.2373022931,-123.6964092964,10,,Josephine,Oregon,United States,Asterales,net,,"",""
24745926,2019-05-07,2019-05-07 19:32:58 UTC,754260,ellenwatrous,https://www.inaturalist.org/observations/24745926,42.23754265,-123.69527711,7,,Josephine,Oregon,United States,Packera,net,,,
24746672,2019-05-07,2019-05-07 19:41:30 UTC,1445574,janknapik,https://www.inaturalist.org/observations/24746672,42.2371435997,-123.6964258513,9,,Josephine,Oregon,United States,,net,,"",""
24747411,2019-05-07,2019-05-07 20:07:17 UTC,890797,tiliamae,https://www.inaturalist.org/observations/24747411,42.2372913966,-123.6967522,5,,Josephine,Oregon,United States,Collinsia sparsiflora,net,,"",""
24749942,2019-05-07,2019-05-07 20:42:06 UTC,1447015,phylismcintosh,https://www.inaturalist.org/observations/24749942,42.2378275451,-123.6963893474,5,,Josephine,Oregon,United States,Festuca,net,,"",""
24750066,2019-05-07,2019-05-07 20:49:06 UTC,1447015,phylismcintosh,https://www.inaturalist.org/observations/24750066,42.2375006508,-123.6960240641,5,,Josephine,Oregon,United States,Calochortus,net,,"",""
24752712,2019-05-07,2019-05-07 21:34:47 UTC,800960,pamarion,https://www.inaturalist.org/observations/24752712,45.5029660743,-122.2410841753,50,,Multnomah,Oregon,United States,Rhododendron periclymenoides,net,,"",""
24753190,2019-05-06,2019-05-06 18:30:09 UTC,1119443,lindazahl,https://www.inaturalist.org/observations/24753190,45.8662475646,-122.8227077891,5,,Columbia,Oregon,United States,Camassia quamash,pan trap,,"",07 May 2019 13:50:51 -0700
24753335,2019-05-07,2019-05-07 20:28:09 UTC,754260,ellenwatrous,https://www.inaturalist.org/observations/24753335,42.23708167,-123.69620979,9,,Josephine,Oregon,United States,Collinsia linearis,net,,,
24754173,2019-05-07,2019-05-07 21:58:41 UTC,800960,pamarion,https://www.inaturalist.org/observations/24754173,45.5031633424,-122.2409188003,5,,Multnomah,Oregon,United States,Arctostaphylos,net,,"",""
24754885,2019-05-03,2019-05-03 21:01:24 UTC,858490,heike_williams,https://www.inaturalist.org/observations/24754885,44.91086543,-120.37017564,9,,Wheeler,Oregon,United States,Purshia tridentata,net,,,
24754901,2019-05-06,2019-05-06 18:22:13 UTC,1119443,lindazahl,https://www.inaturalist.org/observations/24754901,45.866333982,-122.8226645385,5,,Columbia,Oregon,United States,Plectritis,net,,"",""
24754908,2019-05-03,2019-05-03 22:00:00 UTC,858490,heike_williams,https://www.inaturalist.org/observations/24754908,44.91361,-121.27054,,,Wasco,Oregon,United States,Lomatium,net,,,
24754921,2019-05-07,2019-05-07 20:25:49 UTC,858490,heike_williams,https://www.inaturalist.org/observations/24754921,44.49103409,-121.15883534,7,,Jefferson,Oregon,United States,,net,,,
24754950,2019-05-07,2019-05-07 21:44:27 UTC,858490,heike_williams,https://www.inaturalist.org/observations/24754950,44.6794426,-121.1430428,116,,Jefferson,Oregon,United States,,net,,,
24754976,2019-05-06,2019-05-06 19:02:15 UTC,1119443,lindazahl,https://www.inaturalist.org/observations/24754976,45.8661106881,-122.8226030992,5,,Columbia,Oregon,United States,Camassia quamash,net,,"",""
24755062,2019-05-06,2019-05-06 19:28:47 UTC,1119443,lindazahl,https://www.inaturalist.org/observations/24755062,45.8656583587,-122.8243855109,5,,Columbia,Oregon,United States,,net,,"",""
24755063,2019-05-07,2019-05-07 22:21:54 UTC,792468,molfamily,https://www.inaturalist.org/observations/24755063,45.4774439882,-123.2329854606,32,,Washington,Oregon,United States,Geranium lucidum,net,,"",""
24756234,2019-05-07,2019-05-07 22:50:06 UTC,792468,molfamily,https://www.inaturalist.org/observations/24756234,45.4775346367,-123.2334765896,48,,Washington,Oregon,United States,Rubus ursinus,net,,"",""
24757112,2019-05-07,2019-05-07 21:48:25 UTC,1447015,phylismcintosh,https://www.inaturalist.org/observations/24757112,42.2310939851,-123.6602179987,5,,Josephine,Oregon,United States,Allium siculum,net,,"",""
24757286,2019-05-07,2019-05-07 23:09:58 UTC,1447015,phylismcintosh,https://www.inaturalist.org/observations/24757286,42.2460323805,-123.6878806261,10,,Josephine,Oregon,United States,Lomatium,net,,"",""
24757829,2019-05-07,2019-05-07 23:25:59 UTC,792468,molfamily,https://www.inaturalist.org/observations/24757829,45.4781458615,-123.2409443981,96,,Washington,Oregon,United States,Geranium lucidum,net,,"",""
24760023,2019-05-07,2019-05-07 18:59:37 UTC,327525,brianalindh,https://www.inaturalist.org/observations/24760023,42.237025,-123.6950533333,10,,Josephine,Oregon,United States,Lewisia oppositifolia,net,,"",""
24760465,2019-05-07,2019-05-07 19:03:48 UTC,327525,brianalindh,https://www.inaturalist.org/observations/24760465,42.237025,-123.6950533333,5095,,Josephine,Oregon,United States,,net,,"",""
24760599,2019-05-07,2019-05-07 19:13:53 UTC,327525,brianalindh,https://www.inaturalist.org/observations/24760599,42.2374333333,-123.6952283333,5,,Josephine,Oregon,United States,Allium falcifolium,net,,"",""
24760941,2019-05-07,2019-05-07 22:07:21 UTC,754260,ellenwatrous,https://www.inaturalist.org/observations/24760941,42.23077879,-123.66062955,8,,Josephine,Oregon,United States,Calochortus tolmiei,net,,,
24760949,2019-05-07,2019-05-07 19:19:15 UTC,327525,brianalindh,https://www.inaturalist.org/observations/24760949,42.237575,-123.6951533333,10,,Josephine,Oregon,United States,Calochortus tolmiei,net,,"",""
24761174,2019-05-07,2019-05-07 23:08:40 UTC,754260,ellenwatrous,https://www.inaturalist.org/observations/24761174,42.24572659,-123.68764746,6,,Josephine,Oregon,United States,Toxicoscordion venenosum,net,,,
24761302,2019-05-07,2019-05-08 00:19:10 UTC,327525,brianalindh,https://www.inaturalist.org/observations/24761302,42.2784538481,-123.6459701221,65,,Josephine,Oregon,United States,Ranunculus occidentalis,net,,"",""
24761318,2019-05-07,2019-05-07 20:12:59 UTC,327525,brianalindh,https://www.inaturalist.org/observations/24761318,42.2377133333,-123.6967383333,5,,Josephine,Oregon,United States,Collinsia,net,,"",""
24761354,2019-05-07,2019-05-07 23:19:46 UTC,754260,ellenwatrous,https://www.inaturalist.org/observations/24761354,42.24598133,-123.6879594,9,,Josephine,Oregon,United States,Phacelia corymbosa,net,,,
24762287,2019-05-07,2019-05-07 20:53:34 UTC,327525,brianalindh,https://www.inaturalist.org/observations/24762287,42.237275,-123.695525,5,,Josephine,Oregon,United States,Toxicoscordion venenosum,net,,"",""
24762384,2019-05-07,2019-05-07 21:43:47 UTC,327525,brianalindh,https://www.inaturalist.org/observations/24762384,42.231545,-123.6610416667,50,,Josephine,Oregon,United States,Calochortus tolmiei,net,,"",""
24762472,2019-05-07,2019-05-07 21:46:01 UTC,327525,brianalindh,https://www.inaturalist.org/observations/24762472,42.2313916667,-123.6609716667,10,,Josephine,Oregon,United States,Allium falcifolium,net,,"",""
24762879,2019-05-07,2019-05-07 21:56:41 UTC,327525,brianalindh,https://www.inaturalist.org/observations/24762879,42.2310783333,-123.6604916667,5,,Josephine,Oregon,United States,Triteleia hyacinthina,net,,"",""
24763084,2019-05-07,2019-05-07 22:58:53 UTC,327525,brianalindh,https://www.inaturalist.org/observations/24763084,42.2460466667,-123.6879883333,10,,Josephine,Oregon,United States,Gilia capitata,net,,"",""
24763288,2019-05-07,2019-05-07 23:07:48 UTC,327525,brianalindh,https://www.inaturalist.org/observations/24763288,42.245975,-123.6881716667,10,,Josephine,Oregon,United States,Collinsia,net,,"",""
24763477,2019-05-07,2019-05-07 23:05:21 UTC,327525,brianalindh,https://www.inaturalist.org/observations/24763477,42.2458283333,-123.68757,10,,Josephine,Oregon,United States,Lomatium,net,,"",""
24765306,2019-05-07,2019-05-07 19:07:34 UTC,770229,englerj,https://www.inaturalist.org/observations/24765306,44.35950547,-121.29504142,8,,Deschutes,Oregon,United States,Salix,net,,,
24767165,2019-05-07,2019-05-08 00:27:29 UTC,792468,molfamily,https://www.inaturalist.org/observations/24767165,45.4737848169,-123.2476196852,16,,Washington,Oregon,United States,Vicia sativa,net,,"",""
24768932,2019-05-07,2019-05-08 00:42:23 UTC,325615,grottaa,https://www.inaturalist.org/observations/24768932,45.4738567304,-123.2479177137,10,,Washington,Oregon,United States,Vicia sativa,net,,"",""
24770436,2019-05-07,2019-05-07 19:05:25 UTC,620505,judithmaxwell,https://www.inaturalist.org/observations/24770436,42.2369395109,-123.6958319153,6,,Josephine,Oregon,United States,Collinsia sparsiflora,net,,"",""
24770686,2019-05-07,2019-05-07 22:28:00 UTC,620505,judithmaxwell,https://www.inaturalist.org/observations/24770686,42.21727,-123.7338,9492,,Josephine,Oregon,United States,Calochortus tolmiei,net,,,
24770842,2019-05-07,2019-05-08 04:52:00 UTC,620505,judithmaxwell,https://www.inaturalist.org/observations/24770842,42.2465877975,-123.6895878584,122,,Josephine,Oregon,United States,Erythranthe guttata,net,,,
24780940,2019-05-07,2019-05-07 21:47:28 UTC,792775,dto,https://www.inaturalist.org/observations/24780940,45.4981846,-123.21911478,10,,Washington,Oregon,United States,Cytisus scoparius,net,,,
24780952,2019-05-07,2019-05-07 22:07:40 UTC,792775,dto,https://www.inaturalist.org/observations/24780952,45.49800448,-123.2191445,11,,Washington,Oregon,United States,Malus pumila,net,,,
24780970,2019-05-07,2019-05-07 23:43:47 UTC,792775,dto,https://www.inaturalist.org/observations/24780970,45.4673806,-123.1885303,110,,Washington,Oregon,United States,Claytonia sibirica,net,,,
24788682,2019-05-08,2019-05-08 16:02:46 UTC,1447015,phylismcintosh,https://www.inaturalist.org/observations/24788682,42.2827059729,-123.6513789465,5,,Josephine,Oregon,United States,Toxicoscordion venenosum,net,,"",""
24791105,2019-05-08,2019-05-08 16:54:12 UTC,1447015,phylismcintosh,https://www.inaturalist.org/observations/24791105,42.2834019643,-123.6507615355,5,,Josephine,Oregon,United States,Calochortus,net,,"",""
24791860,2019-05-08,2019-05-08 17:09:46 UTC,754260,ellenwatrous,https://www.inaturalist.org/observations/24791860,42.28328768,-123.65093644,6,,Josephine,Oregon,United States,Calochortus tolmiei,net,,,
24792816,2019-05-08,2019-05-08 17:30:39 UTC,754260,ellenwatrous,https://www.inaturalist.org/observations/24792816,42.28407688,-123.6508771,8,,Josephine,Oregon,United States,Lewisia oppositifolia,net,,,
24793327,2019-05-08,2019-05-08 17:41:16 UTC,754260,ellenwatrous,https://www.inaturalist.org/observations/24793327,42.28423066,-123.65079132,5,,Josephine,Oregon,United States,,net,,,
24793344,2019-05-08,2019-05-08 17:42:08 UTC,792468,molfamily,https://www.inaturalist.org/observations/24793344,45.2200124285,-123.3357920245,12,,Yamhill,Oregon,United States,Iris tenax,net,,"",""
24793689,2019-05-08,2019-05-08 17:47:43 UTC,754260,ellenwatrous,https://www.inaturalist.org/observations/24793689,42.28424647,-123.65093769,7,,Josephine,Oregon,United States,Calochortus tolmiei,net,,,
