id,observed_on,time_observed_at,user_id,url,latitude,longitude,positional_accuracy,place_county_name,place_state_name,place_country_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_genus_name,taxon_species_name,field:oba collector id,field:trap installed,field:trap removed
24538267,5/4/2019,2019-05-04 20:55:21 UTC,752114,https://www.inaturalist.org/observations/24538267,44.88434809,-122.8876854,5,Marion,Oregon,United States,,Plectritis congesta,shortspur seablush,Plantae,57786,Plectritis,Plectritis congesta,,,
24538474,5/4/2019,2019-05-04 20:58:10 UTC,752114,https://www.inaturalist.org/observations/24538474,44.88442533,-122.8877473,5,Marion,Oregon,United States,,Rosmarinus,rosemaries,Plantae,82927,Rosmarinus,,,,
24542471,5/4/2019,2019-05-04 21:35:37 UTC,1482843,https://www.inaturalist.org/observations/24542471,45.27387626,-123.0111143,7,Yamhill,Oregon,United States,Oregano,Origanum vulgare,Oregano,Plantae,61396,Origanum,Origanum vulgare,,,
24542505,5/4/2019,2019-05-04 21:40:38 UTC,620505,https://www.inaturalist.org/observations/24542505,42.23135802,-123.7029414,16,Josephine,Oregon,United States,Balsamorhiza sericea,Balsamorhiza sericea,silky balsamroot,Plantae,75744,Balsamorhiza,Balsamorhiza sericea,,,
24542663,5/4/2019,2019-05-04 21:40:16 UTC,1492386,https://www.inaturalist.org/observations/24542663,44.31177299,-121.5912432,10,Deschutes,Oregon,United States,,,,,,,,,,
24547490,5/4/2019,2019-05-04 21:00:00 UTC,816767,https://www.inaturalist.org/observations/24547490,45.13379994,-123.3730748,5,Yamhill,Oregon,United States,Rosemary,Rosmarinus officinalis,Rosemary,Plantae,82921,Rosmarinus,Rosmarinus officinalis,,,
24549249,5/4/2019,2019-05-04 23:10:39 UTC,620505,https://www.inaturalist.org/observations/24549249,42.23803466,-123.7036405,24,Josephine,Oregon,United States,Serpentine Phacelia,Phacelia corymbosa,serpentine phacelia,Plantae,71152,Phacelia,Phacelia corymbosa,,,
24562818,5/4/2019,2019-05-04 21:37:50 UTC,1423344,https://www.inaturalist.org/observations/24562818,45.88126982,-122.892307,66,Columbia,Oregon,United States,,,,,,,,,,
24563075,5/4/2019,2019-05-04 21:44:30 UTC,1423344,https://www.inaturalist.org/observations/24563075,45.88177872,-122.8927536,,Columbia,Oregon,United States,black chokeberry,Aronia melanocarpa,black chokeberry,Plantae,128798,Aronia,Aronia melanocarpa,,,
24563251,5/4/2019,2019-05-04 22:07:22 UTC,1423344,https://www.inaturalist.org/observations/24563251,45.88137817,-122.8922577,,Columbia,Oregon,United States,rhododendrons and azaleas,Rhododendron,rhododendrons and azaleas,Plantae,49487,Rhododendron,,,,
24571977,5/4/2019,2019-05-05 02:11:00 UTC,620505,https://www.inaturalist.org/observations/24571977,42.23815833,-123.7036944,80,Josephine,Oregon,United States,Biscuitroots,Lomatium,Biscuitroots,Plantae,55343,Lomatium,,,,
24606341,5/5/2019,2019-05-05 18:14:40 UTC,429964,https://www.inaturalist.org/observations/24606341,45.4800017,-123.0214498,16,Washington,Oregon,United States,"blueberries, cranberries, and allies",Vaccinium,"blueberries, cranberries, and allies",Plantae,48353,Vaccinium,,,,
24619218,5/5/2019,2019-05-05 20:57:54 UTC,1462047,https://www.inaturalist.org/observations/24619218,45.51743976,-122.8502006,65,Washington,Oregon,United States,Western Wallflower,Erysimum capitatum,western wallflower,Plantae,50628,Erysimum,Erysimum capitatum,,,
24619638,5/5/2019,2019-05-05 21:04:23 UTC,1462047,https://www.inaturalist.org/observations/24619638,45.51734819,-122.8501149,65,Washington,Oregon,United States,Holly Family,Aquifoliaceae,holly family,Plantae,53855,,,,,
24620283,5/5/2019,2019-05-05 18:23:59 UTC,327525,https://www.inaturalist.org/observations/24620283,44.96185,-123.2592917,5,Polk,Oregon,United States,,Valerianella locusta,common cornsalad,Plantae,55752,Valerianella,Valerianella locusta,,,
24620841,5/5/2019,2019-05-05 21:16:44 UTC,1482843,https://www.inaturalist.org/observations/24620841,45.35025322,-123.0011371,9,Yamhill,Oregon,United States,rhododendrons and azaleas,Rhododendron,rhododendrons and azaleas,Plantae,49487,Rhododendron,,,,
24622883,5/5/2019,2019-05-05 18:38:31 UTC,327525,https://www.inaturalist.org/observations/24622883,44.96223333,-123.259505,5,Polk,Oregon,United States,,,,,,,,,,
24623058,5/5/2019,2019-05-05 18:32:45 UTC,327525,https://www.inaturalist.org/observations/24623058,44.96220333,-123.2596367,5,Polk,Oregon,United States,,Sanicula bipinnatifida,Purple Sanicle,Plantae,56840,Sanicula,Sanicula bipinnatifida,,,
24623080,5/5/2019,2019-05-05 21:51:57 UTC,1462047,https://www.inaturalist.org/observations/24623080,45.51748051,-122.8502682,5,Washington,Oregon,United States,Onions,Allium,onions,Plantae,47357,Allium,,,,
24626737,5/5/2019,2019-05-05 20:38:09 UTC,1423344,https://www.inaturalist.org/observations/24626737,46.10079937,-122.9803344,263,Columbia,Oregon,United States,Bluebells,Hyacinthoides,Bluebells,Plantae,56095,Hyacinthoides,,,,
24629012,5/4/2019,2019-05-04 23:38:53 UTC,927865,https://www.inaturalist.org/observations/24629012,45.49833897,-122.6017811,6,Multnomah,Oregon,United States,,Fragaria vesca,Wild strawberry,Plantae,50298,Fragaria,Fragaria vesca,,,
24629056,5/5/2019,2019-05-05 23:06:41 UTC,927865,https://www.inaturalist.org/observations/24629056,45.49830589,-122.6016684,6,Multnomah,Oregon,United States,,Smyrnium olusatrum,Alexanders,Plantae,68007,Smyrnium,Smyrnium olusatrum,,,
24632968,5/5/2019,2019-05-05 21:10:00 UTC,1539907,https://www.inaturalist.org/observations/24632968,45.46245199,-123.968546,9,Tillamook,Oregon,United States,common lilac,Syringa vulgaris,common lilac,Plantae,83072,Syringa,Syringa vulgaris,,,
24635640,5/5/2019,2019-05-06 00:47:31 UTC,792468,https://www.inaturalist.org/observations/24635640,45.17114839,-123.1857576,24,Yamhill,Oregon,United States,,Lupinus,lupines,Plantae,47121,Lupinus,,,,
24650141,5/5/2019,2019-05-05 22:08:20 UTC,1492386,https://www.inaturalist.org/observations/24650141,44.23560848,-121.5632182,5,Deschutes,Oregon,United States,Willows,Salix,willows,Plantae,53453,Salix,,,,
24650183,5/5/2019,2019-05-05 22:33:52 UTC,1492386,https://www.inaturalist.org/observations/24650183,44.23534052,-121.562721,10,Deschutes,Oregon,United States,greenleaf manzanita,Arctostaphylos patula,greenleaf manzanita,Plantae,75537,Arctostaphylos,Arctostaphylos patula,,,
24679998,5/3/2019,2019-05-03 23:09:36 UTC,800960,https://www.inaturalist.org/observations/24679998,45.5043747,-122.2403503,5,Multnomah,Oregon,United States,Cherry Laurel,Prunus laurocerasus,Cherry laurel,Plantae,61432,Prunus,Prunus laurocerasus,,,
24686151,5/6/2019,2019-05-06 17:19:51 UTC,792468,https://www.inaturalist.org/observations/24686151,45.30234186,-123.4150475,24,Yamhill,Oregon,United States,,Taraxacum officinale,common dandelion,Plantae,47602,Taraxacum,Taraxacum officinale,,,
24686261,5/6/2019,2019-05-06 17:33:59 UTC,792468,https://www.inaturalist.org/observations/24686261,45.30811551,-123.419096,24,Yamhill,Oregon,United States,,Acer circinatum,Vine Maple,Plantae,48258,Acer,Acer circinatum,,,
24686269,5/6/2019,2019-05-06 20:03:57 UTC,433308,https://www.inaturalist.org/observations/24686269,44.91971268,-123.115625,9,Polk,Oregon,United States,Leichtlin's Camassia,Camassia leichtlinii,Leichtlin's Camassia,Plantae,62218,Camassia,Camassia leichtlinii,,,
24686363,5/6/2019,2019-05-06 20:08:02 UTC,792468,https://www.inaturalist.org/observations/24686363,45.17138495,-123.185303,12,Yamhill,Oregon,United States,,Phacelia tanacetifolia,Lacy phacelia,Plantae,58185,Phacelia,Phacelia tanacetifolia,,,
24686436,5/6/2019,2019-05-06 20:09:29 UTC,433308,https://www.inaturalist.org/observations/24686436,44.91974586,-123.1156509,9,Polk,Oregon,United States,dandelions,Taraxacum,dandelions,Plantae,47603,Taraxacum,,,,
24686562,5/6/2019,2019-05-06 20:11:51 UTC,792468,https://www.inaturalist.org/observations/24686562,45.17129238,-123.1854544,24,Yamhill,Oregon,United States,,Boraginaceae,borage family,Plantae,48150,,,,,
24690565,5/6/2019,2019-05-06 21:11:29 UTC,829567,https://www.inaturalist.org/observations/24690565,44.28711546,-120.8440871,6,Crook,Oregon,United States,willows,Salix,willows,Plantae,53453,Salix,,,,
24695347,5/6/2019,2019-05-06 22:28:22 UTC,620505,https://www.inaturalist.org/observations/24695347,42.0954741,-123.6838184,24,Josephine,Oregon,United States,Calochortus,Calochortus,mariposa lilies,Plantae,47327,Calochortus,,,,
24695579,5/3/2019,2019-05-03 18:15:34 UTC,841568,https://www.inaturalist.org/observations/24695579,44.01984399,-123.1585997,263,Lane,Oregon,United States,straightbeak buttercup,Ranunculus orthorhynchus,straightbeak buttercup,Plantae,67827,Ranunculus,Ranunculus orthorhynchus,,,
24696006,5/3/2019,2019-05-03 19:06:34 UTC,841568,https://www.inaturalist.org/observations/24696006,44.01596832,-123.1566544,,Lane,Oregon,United States,trailing blackberry,Rubus ursinus,trailing blackberry,Plantae,53445,Rubus,Rubus ursinus,,,
24696260,5/3/2019,2019-05-03 20:10:34 UTC,841568,https://www.inaturalist.org/observations/24696260,44.01348877,-123.1519775,,Lane,Oregon,United States,straightbeak buttercup,Ranunculus orthorhynchus,straightbeak buttercup,Plantae,67827,Ranunculus,Ranunculus orthorhynchus,,,
24696513,5/3/2019,2019-05-03 21:11:56 UTC,841568,https://www.inaturalist.org/observations/24696513,44.01651001,-123.1547089,,Lane,Oregon,United States,something,,,,,,,,,
24696830,5/5/2019,2019-05-05 22:05:19 UTC,841568,https://www.inaturalist.org/observations/24696830,,,,,,,trailing blackberry,Rubus ursinus,trailing blackberry,Plantae,53445,Rubus,Rubus ursinus,,,
24697117,5/5/2019,2019-05-05 19:13:36 UTC,841568,https://www.inaturalist.org/observations/24697117,,,,,,,autumn olive,Elaeagnus umbellata,autumn olive,Plantae,64697,Elaeagnus,Elaeagnus umbellata,,,
24697291,5/6/2019,2019-05-06 23:02:14 UTC,1561159,https://www.inaturalist.org/observations/24697291,45.53148983,-122.6089903,9,Multnomah,Oregon,United States,Boysenberry,Rubus ursinus,trailing blackberry,Plantae,53445,Rubus,Rubus ursinus,,,
24697465,5/5/2019,2019-05-05 20:15:56 UTC,841568,https://www.inaturalist.org/observations/24697465,,,,,,,radish,Raphanus sativus,wild radish,Plantae,55410,Raphanus,Raphanus sativus,,,
24698720,5/6/2019,2019-05-06 20:41:36 UTC,770229,https://www.inaturalist.org/observations/24698720,45.6902963,-121.3846108,3400,Wasco,Oregon,United States,Carey's balsamroot,Balsamorhiza careyana,Carey's balsamroot,Plantae,62273,Balsamorhiza,Balsamorhiza careyana,,,
24700052,5/6/2019,2019-05-06 21:37:05 UTC,800960,https://www.inaturalist.org/observations/24700052,45.50291651,-122.2410416,200,Multnomah,Oregon,United States,Wild Strawberry,Fragaria vesca,Wild strawberry,Plantae,50298,Fragaria,Fragaria vesca,,,
24701088,5/6/2019,2019-05-06 19:49:05 UTC,754260,https://www.inaturalist.org/observations/24701088,42.65117905,-123.5874746,7,Josephine,Oregon,United States,Common Madia,Madia elegans,Common Madia,Plantae,56974,Madia,Madia elegans,,,
24706983,5/6/2019,2019-05-06 20:54:14 UTC,1423344,https://www.inaturalist.org/observations/24706983,46.10089111,-122.9800186,,Columbia,Oregon,United States,spiraea,Spiraea,meadowsweet,Plantae,48681,Spiraea,,,,
24709069,5/6/2019,2019-05-06 20:26:51 UTC,754260,https://www.inaturalist.org/observations/24709069,42.65063811,-123.5903344,9,Josephine,Oregon,United States,Phacelia,Phacelia,Scorpionweeds,Plantae,49347,Phacelia,,,,
24709221,5/6/2019,2019-05-06 23:53:11 UTC,754260,https://www.inaturalist.org/observations/24709221,42.42689942,-123.5445624,6,Josephine,Oregon,United States,Bees trapped in water puddle near insect puddling station,,,,,,,,,
24709227,5/6/2019,2019-05-07 00:04:27 UTC,754260,https://www.inaturalist.org/observations/24709227,42.42696496,-123.5446145,7,Josephine,Oregon,United States,sisyrinchium bellum,Sisyrinchium bellum,western blue-eyed grass,Plantae,49918,Sisyrinchium,Sisyrinchium bellum,,,
24709350,5/6/2019,2019-05-07 00:13:09 UTC,754260,https://www.inaturalist.org/observations/24709350,42.42700049,-123.5447588,7,Josephine,Oregon,United States,plectritis congesta,Plectritis congesta,shortspur seablush,Plantae,57786,Plectritis,Plectritis congesta,,,
24709496,5/6/2019,2019-05-07 00:46:36 UTC,754260,https://www.inaturalist.org/observations/24709496,42.42692518,-123.5444292,8,Josephine,Oregon,United States,Ternate Desert-parsley,Lomatium triternatum,Ternate Desert-parsley,Plantae,77830,Lomatium,Lomatium triternatum,,,
24729250,5/6/2019,2019-05-07 00:53:49 UTC,754260,https://www.inaturalist.org/observations/24729250,42.4149957,-123.4183116,3099,Josephine,Oregon,United States,Brewer's oak,Quercus garryana breweri,Brewer's oak,Plantae,81311,Quercus,Quercus garryana,,,
24740884,5/7/2019,2019-05-07 18:08:35 UTC,1561159,https://www.inaturalist.org/observations/24740884,45.54434417,-122.3721591,9,Multnomah,Oregon,United States,camas,Camassia,camas,Plantae,62219,Camassia,,,,
24742494,5/7/2019,2019-05-07 18:33:21 UTC,1561159,https://www.inaturalist.org/observations/24742494,45.54474667,-122.3720623,5,Multnomah,Oregon,United States,camas,Camassia,camas,Plantae,62219,Camassia,,,,
24744531,5/7/2019,2019-05-07 19:06:03 UTC,754260,https://www.inaturalist.org/observations/24744531,42.23717248,-123.6950889,7,Josephine,Oregon,United States,Pussy-ears,Calochortus tolmiei,Pussy-ears,Plantae,50840,Calochortus,Calochortus tolmiei,,,
24744608,5/7/2019,2019-05-07 19:08:34 UTC,1462047,https://www.inaturalist.org/observations/24744608,42.23730229,-123.6964093,10,Josephine,Oregon,United States,,Asterales,"asters, bellflowers, fanflowers, and allies",Plantae,47605,,,,,
24745926,5/7/2019,2019-05-07 19:32:58 UTC,754260,https://www.inaturalist.org/observations/24745926,42.23754265,-123.6952771,7,Josephine,Oregon,United States,Packera hesperia,Packera,,Plantae,54923,Packera,,,,
24746672,5/7/2019,2019-05-07 19:41:30 UTC,1445574,https://www.inaturalist.org/observations/24746672,42.2371436,-123.6964259,9,Josephine,Oregon,United States,,,,,,,,,,
24749942,5/7/2019,2019-05-07 20:42:06 UTC,1447015,https://www.inaturalist.org/observations/24749942,42.23782755,-123.6963893,5,Josephine,Oregon,United States,,Festuca,Fescues,Plantae,57170,Festuca,,,,
24750066,5/7/2019,2019-05-07 20:49:06 UTC,1447015,https://www.inaturalist.org/observations/24750066,42.23750065,-123.6960241,5,Josephine,Oregon,United States,,Calochortus,mariposa lilies,Plantae,47327,Calochortus,,,,
24752712,5/7/2019,2019-05-07 21:34:47 UTC,800960,https://www.inaturalist.org/observations/24752712,45.50296607,-122.2410842,50,Multnomah,Oregon,United States,,Rhododendron periclymenoides,pinkster flower,Plantae,49822,Rhododendron,Rhododendron periclymenoides,,,
24753190,5/6/2019,2019-05-06 18:30:09 UTC,1119443,https://www.inaturalist.org/observations/24753190,45.86624756,-122.8227078,5,Columbia,Oregon,United States,small camas,Camassia quamash,small camas,Plantae,62220,Camassia,Camassia quamash,,,5/7/2019 13:50
24753335,5/7/2019,2019-05-07 20:28:09 UTC,754260,https://www.inaturalist.org/observations/24753335,42.23708167,-123.6962098,9,Josephine,Oregon,United States,collinsia linearis,Collinsia linearis,narrowleaf blue-eyed Mary,Plantae,76411,Collinsia,Collinsia linearis,,,
24754173,5/7/2019,2019-05-07 21:58:41 UTC,800960,https://www.inaturalist.org/observations/24754173,45.50316334,-122.2409188,5,Multnomah,Oregon,United States,Bear berry,Arctostaphylos,bearberries and manzanitas,Plantae,47179,Arctostaphylos,,,,
24754885,5/3/2019,2019-05-03 21:01:24 UTC,858490,https://www.inaturalist.org/observations/24754885,44.91086543,-120.3701756,9,Wheeler,Oregon,United States,Antelope Brush,Purshia tridentata,antelope brush,Plantae,67804,Purshia,Purshia tridentata,,,
24754901,5/6/2019,2019-05-06 18:22:13 UTC,1119443,https://www.inaturalist.org/observations/24754901,45.86633398,-122.8226645,5,Columbia,Oregon,United States,,Plectritis,,Plantae,57285,Plectritis,,,,
24754908,5/3/2019,2019-05-03 22:00:00 UTC,858490,https://www.inaturalist.org/observations/24754908,44.91361,-121.27054,,Wasco,Oregon,United States,Lomatium,Lomatium,Biscuitroots,Plantae,55343,Lomatium,,,,
24754921,5/7/2019,2019-05-07 20:25:49 UTC,858490,https://www.inaturalist.org/observations/24754921,44.49103409,-121.1588353,7,Jefferson,Oregon,United States,,,,,,,,,,
24754950,5/7/2019,2019-05-07 21:44:27 UTC,858490,https://www.inaturalist.org/observations/24754950,44.6794426,-121.1430428,116,Jefferson,Oregon,United States,,,,,,,,,,
24754976,5/6/2019,2019-05-06 19:02:15 UTC,1119443,https://www.inaturalist.org/observations/24754976,45.86611069,-122.8226031,5,Columbia,Oregon,United States,small camas,Camassia quamash,small camas,Plantae,62220,Camassia,Camassia quamash,,,
24755062,5/6/2019,2019-05-06 19:28:47 UTC,1119443,https://www.inaturalist.org/observations/24755062,45.86565836,-122.8243855,5,Columbia,Oregon,United States,Buttercup,,,,,,,,,
24755063,5/7/2019,2019-05-07 22:21:54 UTC,792468,https://www.inaturalist.org/observations/24755063,45.47744399,-123.2329855,32,Washington,Oregon,United States,Shining Crane's-bill,Geranium lucidum,Shining Crane's-bill,Plantae,77255,Geranium,Geranium lucidum,,,
24756234,5/7/2019,2019-05-07 22:50:06 UTC,792468,https://www.inaturalist.org/observations/24756234,45.47753464,-123.2334766,48,Washington,Oregon,United States,trailing blackberry,Rubus ursinus,trailing blackberry,Plantae,53445,Rubus,Rubus ursinus,,,
24757112,5/7/2019,2019-05-07 21:48:25 UTC,1447015,https://www.inaturalist.org/observations/24757112,42.23109399,-123.660218,5,Josephine,Oregon,United States,Allium siculum,Allium siculum,Honey Garlic,Plantae,431364,Allium,Allium siculum,,,
24757286,5/7/2019,2019-05-07 23:09:58 UTC,1447015,https://www.inaturalist.org/observations/24757286,42.24603238,-123.6878806,10,Josephine,Oregon,United States,Lomatium,Lomatium,Biscuitroots,Plantae,55343,Lomatium,,,,
24757829,5/7/2019,2019-05-07 23:25:59 UTC,792468,https://www.inaturalist.org/observations/24757829,45.47814586,-123.2409444,96,Washington,Oregon,United States,Shiny geranium,,,,,,,,,
24760023,5/7/2019,2019-05-07 18:59:37 UTC,327525,https://www.inaturalist.org/observations/24760023,42.237025,-123.6950533,10,Josephine,Oregon,United States,,Lewisia oppositifolia,opposite-leaved lewisia,Plantae,77731,Lewisia,Lewisia oppositifolia,,,
24760465,5/7/2019,2019-05-07 19:03:48 UTC,327525,https://www.inaturalist.org/observations/24760465,42.237025,-123.6950533,5095,Josephine,Oregon,United States,,,,,,,,,,
24760599,5/7/2019,2019-05-07 19:13:53 UTC,327525,https://www.inaturalist.org/observations/24760599,42.23743333,-123.6952283,5,Josephine,Oregon,United States,,Allium falcifolium,scytheleaf onion,Plantae,47356,Allium,Allium falcifolium,,,
24760941,5/7/2019,2019-05-07 22:07:21 UTC,754260,https://www.inaturalist.org/observations/24760941,42.23077879,-123.6606296,8,Josephine,Oregon,United States,Pussy-ears,Calochortus tolmiei,Pussy-ears,Plantae,50840,Calochortus,Calochortus tolmiei,,,
24760949,5/7/2019,2019-05-07 19:19:15 UTC,327525,https://www.inaturalist.org/observations/24760949,42.237575,-123.6951533,10,Josephine,Oregon,United States,Pussy-ears,Calochortus tolmiei,Pussy-ears,Plantae,50840,Calochortus,Calochortus tolmiei,,,
24761174,5/7/2019,2019-05-07 23:08:40 UTC,754260,https://www.inaturalist.org/observations/24761174,42.24572659,-123.6876475,6,Josephine,Oregon,United States,Meadow Deathcamas,Toxicoscordion venenosum,Meadow Deathcamas,Plantae,59087,Toxicoscordion,Toxicoscordion venenosum,,,
24761302,5/7/2019,2019-05-08 00:19:10 UTC,327525,https://www.inaturalist.org/observations/24761302,42.27845385,-123.6459701,65,Josephine,Oregon,United States,,Ranunculus occidentalis,Western Buttercup,Plantae,68057,Ranunculus,Ranunculus occidentalis,,,
24761318,5/7/2019,2019-05-07 20:12:59 UTC,327525,https://www.inaturalist.org/observations/24761318,42.23771333,-123.6967383,5,Josephine,Oregon,United States,,Collinsia,Blue-eyed Marys,Plantae,47324,Collinsia,,,,
24761354,5/7/2019,2019-05-07 23:19:46 UTC,754260,https://www.inaturalist.org/observations/24761354,42.24598133,-123.6879594,9,Josephine,Oregon,United States,serpentine phacelia,Phacelia corymbosa,serpentine phacelia,Plantae,71152,Phacelia,Phacelia corymbosa,,,
24762287,5/7/2019,2019-05-07 20:53:34 UTC,327525,https://www.inaturalist.org/observations/24762287,42.237275,-123.695525,5,Josephine,Oregon,United States,,Toxicoscordion venenosum,Meadow Deathcamas,Plantae,59087,Toxicoscordion,Toxicoscordion venenosum,,,
