id,observed_on,time_observed_at,user_id,user_login,url,scientific_name,taxon_family_name,field:number of bees collected,field:sample id.
22677063,2019-04-18,2019-04-18 21:40:18 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/22677063,Gaultheria shallon,Ericaceae,1,58
22677126,2019-04-18,2019-04-18 21:37:21 UTC,808137,robmor,https://www.inaturalist.org/observations/22677126,Viburnum tinus,Viburnaceae,1,3
22677186,2019-04-18,2019-04-18 21:42:38 UTC,792468,molfamily,https://www.inaturalist.org/observations/22677186,Berberis aquifolium,Berberidaceae,3,283
22677584,2019-04-18,2019-04-18 21:50:49 UTC,754260,ellenwatrous,https://www.inaturalist.org/observations/22677584,Eschscholzia californica,Papaveraceae,1,203
22677674,2019-04-18,2019-04-18 21:54:30 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/22677674,Rubus ursinus,Rosaceae,2,59
22678189,2019-04-18,2019-04-18 19:49:13 UTC,792775,dto,https://www.inaturalist.org/observations/22678189,Brassica rapa,Brassicaceae,4,77
22678223,2019-04-18,2019-04-18 20:08:28 UTC,792775,dto,https://www.inaturalist.org/observations/22678223,Salix,Salicaceae,10,77
22678245,2019-04-18,2019-04-18 20:59:50 UTC,792775,dto,https://www.inaturalist.org/observations/22678245,Conium maculatum,Apiaceae,1,78
22678263,2019-04-18,2019-04-18 21:11:20 UTC,792775,dto,https://www.inaturalist.org/observations/22678263,Prunus emarginata,Rosaceae,6,80
22678278,2019-04-18,2019-04-18 21:43:15 UTC,792775,dto,https://www.inaturalist.org/observations/22678278,Taraxacum officinale,Asteraceae,3,81
22679512,2019-04-18,2019-04-18 22:30:04 UTC,1566342,laura947,https://www.inaturalist.org/observations/22679512,Ribes sanguineum,Grossulariaceae,5,2019iv18.1
22680222,2019-04-18,2019-04-18 22:49:16 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/22680222,Lithodora,Boraginaceae,4,60
22680873,2019-04-18,2019-04-18 23:10:52 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/22680873,Ericaceae,Ericaceae,1,61
22681687,2019-04-18,2019-04-18 23:30:04 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/22681687,,,3,62
22681717,2019-04-18,2019-04-18 21:15:29 UTC,175529,jerrypaul,https://www.inaturalist.org/observations/22681717,Berberis aquifolium,Berberidaceae,16,74
22681758,2019-04-18,2019-04-18 23:29:09 UTC,1546088,scotttienken,https://www.inaturalist.org/observations/22681758,Brassica rapa,Brassicaceae,1,1
22681840,2019-04-18,2019-04-18 23:35:05 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/22681840,Vaccinium ovatum,Ericaceae,2,63
22681954,2019-04-18,2019-04-18 23:39:41 UTC,792468,molfamily,https://www.inaturalist.org/observations/22681954,Brassica rapa,Brassicaceae,4,285
22681982,2019-04-18,2019-04-18 23:40:09 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/22681982,Vaccinium ovatum,Ericaceae,1,62
22682080,2019-04-18,2019-04-18 23:41:24 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/22682080,Vaccinium ovatum,Ericaceae,1,64
22682244,2019-04-18,2019-04-18 23:46:04 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/22682244,Vaccinium ovatum,Ericaceae,1,65
22682501,2019-04-18,2019-04-18 23:51:59 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/22682501,Vaccinium ovatum,Ericaceae,1,66
22682613,2019-04-18,2019-04-18 23:54:15 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/22682613,Vaccinium ovatum,Ericaceae,1,60
22682788,2019-04-18,2019-04-18 23:59:11 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/22682788,Vaccinium ovatum,Ericaceae,1,68
22682937,2019-04-18,2019-04-19 00:02:11 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/22682937,Vaccinium ovatum,Ericaceae,1,69
22685002,2019-04-18,2019-04-18 21:28:09 UTC,733757,pattiwittrup,https://www.inaturalist.org/observations/22685002,Berberis aquifolium,Berberidaceae,3,1
22686122,2019-04-18,2019-04-19 00:34:30 UTC,792468,molfamily,https://www.inaturalist.org/observations/22686122,Vitaceae,Vitaceae,1,285
22687493,2019-04-18,2019-04-18 21:17:56 UTC,327525,brianalindh,https://www.inaturalist.org/observations/22687493,Amelanchier alnifolia,Rosaceae,1,33
22687604,2019-04-18,2019-04-18 21:28:03 UTC,327525,brianalindh,https://www.inaturalist.org/observations/22687604,Arbutus menziesii,Ericaceae,6,34
22688110,2019-04-18,2019-04-18 21:35:38 UTC,327525,brianalindh,https://www.inaturalist.org/observations/22688110,Ranunculus,Ranunculaceae,3,35
22688327,2019-04-18,2019-04-18 21:44:45 UTC,327525,brianalindh,https://www.inaturalist.org/observations/22688327,Taraxacum officinale,Asteraceae,1,36
22688474,2019-04-18,2019-04-18 22:37:50 UTC,327525,brianalindh,https://www.inaturalist.org/observations/22688474,Prunus,Rosaceae,2,37
22704483,2019-04-18,2019-04-18 21:06:28 UTC,1467407,richwittrup,https://www.inaturalist.org/observations/22704483,Berberis aquifolium,Berberidaceae,7,2
22705558,2019-04-18,2019-04-18 19:24:56 UTC,770229,englerj,https://www.inaturalist.org/observations/22705558,Berberis aquifolium,Berberidaceae,1,4
22705581,2019-04-18,2019-04-18 19:51:17 UTC,770229,englerj,https://www.inaturalist.org/observations/22705581,Brassica rapa,Brassicaceae,4,3
22705604,2019-04-18,2019-04-18 20:08:51 UTC,770229,englerj,https://www.inaturalist.org/observations/22705604,Salix,Salicaceae,7,2
22705625,2019-04-18,2019-04-18 21:43:52 UTC,770229,englerj,https://www.inaturalist.org/observations/22705625,Ribes sanguineum,Grossulariaceae,4,1
22707355,2019-04-18,,620505,judithmaxwell,https://www.inaturalist.org/observations/22707355,Erythronium,Liliaceae,2,22
22707458,2019-04-18,,620505,judithmaxwell,https://www.inaturalist.org/observations/22707458,Ranunculus occidentalis,Ranunculaceae,8,23
22707580,2019-04-18,2019-04-19 00:50:00 UTC,620505,judithmaxwell,https://www.inaturalist.org/observations/22707580,Ceanothus cuneatus,Rhamnaceae,6,24
22707894,2019-04-18,,620505,judithmaxwell,https://www.inaturalist.org/observations/22707894,Arctostaphylos,Ericaceae,2,25
22708009,2019-04-18,,620505,judithmaxwell,https://www.inaturalist.org/observations/22708009,Boraginaceae,Boraginaceae,3,26
22709776,2019-04-18,2019-04-18 23:15:13 UTC,1566342,laura947,https://www.inaturalist.org/observations/22709776,Ribes divaricatum,Grossulariaceae,3,2019iv18.2
22715711,2019-04-18,2019-04-18 18:57:00 UTC,1539907,pdxmartha,https://www.inaturalist.org/observations/22715711,Viburnum carlesii,Viburnaceae,4,2
22715873,2019-04-18,2019-04-18 18:55:00 UTC,1539907,pdxmartha,https://www.inaturalist.org/observations/22715873,Ribes grossularia,Grossulariaceae,5,1
22716045,2019-04-18,2019-04-18 21:00:00 UTC,1539907,pdxmartha,https://www.inaturalist.org/observations/22716045,Eruca vesicaria,Brassicaceae,1,3
22718655,2019-04-19,2019-04-19 18:48:26 UTC,620505,judithmaxwell,https://www.inaturalist.org/observations/22718655,Lomatium,Apiaceae,1,27
22719542,2019-04-19,2019-04-19 19:06:31 UTC,1447015,phylismcintosh,https://www.inaturalist.org/observations/22719542,Lomatium,Apiaceae,4,""
22724581,2019-04-19,2019-04-19 20:56:09 UTC,1445574,janknapik,https://www.inaturalist.org/observations/22724581,Arctostaphylos,Ericaceae,1,2
22727655,2019-04-19,2019-04-19 22:01:36 UTC,860617,laustin,https://www.inaturalist.org/observations/22727655,Ranunculus occidentalis,Ranunculaceae,1,1
22727909,2019-04-19,2019-04-19 18:49:06 UTC,620505,judithmaxwell,https://www.inaturalist.org/observations/22727909,Arctostaphylos viscida,Ericaceae,2,28
22727923,2019-04-19,2019-04-19 22:09:22 UTC,620505,judithmaxwell,https://www.inaturalist.org/observations/22727923,Ranunculus occidentalis,Ranunculaceae,3,29
22730181,2019-04-19,2019-04-19 23:01:55 UTC,620505,judithmaxwell,https://www.inaturalist.org/observations/22730181,Fragaria,Rosaceae,1,30
22730305,2019-04-19,2019-04-19 23:03:58 UTC,620505,judithmaxwell,https://www.inaturalist.org/observations/22730305,Ceanothus cuneatus,Rhamnaceae,1,31
22730425,2019-04-19,2019-04-19 23:01:57 UTC,1447015,phylismcintosh,https://www.inaturalist.org/observations/22730425,Ranunculus occidentalis,Ranunculaceae,3,7
22740941,2019-04-18,2019-04-18 21:49:26 UTC,841568,lohump,https://www.inaturalist.org/observations/22740941,,,19,1
22741029,2019-04-18,2019-04-18 22:05:57 UTC,841568,lohump,https://www.inaturalist.org/observations/22741029,,,4,2
22741138,2019-04-18,2019-04-18 22:50:48 UTC,841568,lohump,https://www.inaturalist.org/observations/22741138,Salix,Salicaceae,9,3
22776191,2019-04-20,2019-04-20 20:37:26 UTC,1482843,jdillow,https://www.inaturalist.org/observations/22776191,Taraxacum officinale,Asteraceae,4,2
22776289,2019-04-20,2019-04-20 20:39:34 UTC,1482843,jdillow,https://www.inaturalist.org/observations/22776289,Brassica rapa,Brassicaceae,10,3
22785476,2019-04-18,2019-04-18 21:51:27 UTC,1467407,richwittrup,https://www.inaturalist.org/observations/22785476,Viburnum,Viburnaceae,1,3
22786548,2019-04-20,2019-04-20 20:56:50 UTC,1425646,francis_opila,https://www.inaturalist.org/observations/22786548,Salix,Salicaceae,1,1
22786589,2019-04-20,2019-04-20 21:19:21 UTC,1425646,francis_opila,https://www.inaturalist.org/observations/22786589,Prunus,Rosaceae,2,2
22786635,2019-04-20,2019-04-20 22:05:03 UTC,1425646,francis_opila,https://www.inaturalist.org/observations/22786635,Brassicaceae,Brassicaceae,1,3
22786653,2019-04-20,2019-04-20 22:18:48 UTC,1425646,francis_opila,https://www.inaturalist.org/observations/22786653,Taraxacum officinale,Asteraceae,1,4
22794397,2019-04-20,2019-04-20 20:41:46 UTC,792468,molfamily,https://www.inaturalist.org/observations/22794397,Brassica rapa,Brassicaceae,3,286
22797447,2019-04-20,2019-04-20 21:03:54 UTC,1504693,desireeportercostello,https://www.inaturalist.org/observations/22797447,,,1,1
22797471,2019-04-20,2019-04-20 21:14:22 UTC,1504693,desireeportercostello,https://www.inaturalist.org/observations/22797471,Ribes sanguineum,Grossulariaceae,1,2
22797488,2019-04-20,2019-04-20 21:58:42 UTC,1504693,desireeportercostello,https://www.inaturalist.org/observations/22797488,Taraxacum officinale,Asteraceae,3,3
22838187,2019-04-21,2019-04-21 20:27:54 UTC,1504693,desireeportercostello,https://www.inaturalist.org/observations/22838187,,,1,1
22840977,2019-04-21,2019-04-21 21:08:10 UTC,839659,oregonpat,https://www.inaturalist.org/observations/22840977,Arctostaphylos patula,Ericaceae,4,01
22846658,2019-04-21,2019-04-21 22:28:45 UTC,429964,amelathopoulos,https://www.inaturalist.org/observations/22846658,Berberis aquifolium,Berberidaceae,10,1
22848362,2019-04-21,2019-04-21 22:45:41 UTC,429964,amelathopoulos,https://www.inaturalist.org/observations/22848362,Amelanchier,Rosaceae,2,2
22848949,2019-04-21,2019-04-21 23:03:21 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/22848949,Muntingia calabura,Muntingiaceae,1,70
22849239,2019-04-21,2019-04-21 23:09:13 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/22849239,Ranunculaceae,Ranunculaceae,1,71
22850753,2019-04-21,2019-04-21 23:32:30 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/22850753,Prunus,Rosaceae,1,72
22852408,2019-04-21,2019-04-22 00:00:49 UTC,1504693,desireeportercostello,https://www.inaturalist.org/observations/22852408,,,1,2
22895925,2019-04-22,2019-04-22 18:28:29 UTC,816767,jeaniet,https://www.inaturalist.org/observations/22895925,Ranunculus occidentalis,Ranunculaceae,8,68
22896642,2019-04-22,2019-04-22 18:41:57 UTC,816767,jeaniet,https://www.inaturalist.org/observations/22896642,Bellis perennis,Asteraceae,1,69
22906120,2019-04-22,2019-04-22 21:08:43 UTC,754260,ellenwatrous,https://www.inaturalist.org/observations/22906120,Lomatium dissectum,Apiaceae,7,204
22931187,2019-04-22,2019-04-23 06:57:00 UTC,620505,judithmaxwell,https://www.inaturalist.org/observations/22931187,Camassia quamash,Asparagaceae,19,32
22931291,2019-04-22,2019-04-22 23:47:00 UTC,620505,judithmaxwell,https://www.inaturalist.org/observations/22931291,Ranunculus occidentalis,Ranunculaceae,2,33
22931397,2019-04-22,2019-04-22 23:41:00 UTC,620505,judithmaxwell,https://www.inaturalist.org/observations/22931397,Arctostaphylos viscida,Ericaceae,9,34
22957933,2019-04-23,2019-04-23 19:37:29 UTC,792775,dto,https://www.inaturalist.org/observations/22957933,Bellis perennis,Asteraceae,25,82
22957941,2019-04-23,2019-04-23 19:38:38 UTC,792775,dto,https://www.inaturalist.org/observations/22957941,Taraxacum officinale,Asteraceae,32,83
22966161,2019-04-23,2019-04-23 22:12:14 UTC,620505,judithmaxwell,https://www.inaturalist.org/observations/22966161,Ranunculus occidentalis,Ranunculaceae,9,35
22983984,2019-04-23,2019-04-24 05:10:00 UTC,620505,judithmaxwell,https://www.inaturalist.org/observations/22983984,Camassia quamash,Asparagaceae,4,36
23008769,2019-04-24,2019-04-24 18:38:06 UTC,1119443,lindazahl,https://www.inaturalist.org/observations/23008769,Camassia,Asparagaceae,2,4
23009849,2019-04-23,2019-04-23 23:26:01 UTC,620505,judithmaxwell,https://www.inaturalist.org/observations/23009849,Lomatium,Apiaceae,1,37
23009896,2019-04-24,2019-04-24 18:55:15 UTC,620505,judithmaxwell,https://www.inaturalist.org/observations/23009896,Ranunculus occidentalis,Ranunculaceae,3,38
23011581,2019-04-24,2019-04-24 19:10:30 UTC,1119443,lindazahl,https://www.inaturalist.org/observations/23011581,Plectritis congesta,Caprifoliaceae,3,5
23014174,2019-04-24,2019-04-24 19:22:16 UTC,1119443,lindazahl,https://www.inaturalist.org/observations/23014174,Taraxacum,Asteraceae,2,6
23014471,2019-04-24,2019-04-24 20:01:57 UTC,754260,ellenwatrous,https://www.inaturalist.org/observations/23014471,Camassia leichtlinii,Asparagaceae,3,205
23015028,2019-04-24,2019-04-24 20:15:41 UTC,829567,tonistephan,https://www.inaturalist.org/observations/23015028,,,1,1
23017532,2019-04-24,2019-04-24 20:35:15 UTC,1561159,jocelyn_mcauley,https://www.inaturalist.org/observations/23017532,Acer circinatum,Sapindaceae,6,01
23018321,2019-04-24,2019-04-24 21:16:24 UTC,754260,ellenwatrous,https://www.inaturalist.org/observations/23018321,Marah oregana,Cucurbitaceae,11,206
23020874,2019-04-24,2019-04-24 22:03:02 UTC,754260,ellenwatrous,https://www.inaturalist.org/observations/23020874,Ranunculus occidentalis,Ranunculaceae,14,207
23033643,2019-04-24,2019-04-25 00:57:45 UTC,927865,natalielozano,https://www.inaturalist.org/observations/23033643,Malus,Rosaceae,3,1
23035898,2019-04-24,2019-04-25 00:52:17 UTC,327525,brianalindh,https://www.inaturalist.org/observations/23035898,Camassia quamash,Asparagaceae,1,38
23037876,2019-04-24,2019-04-25 05:25:00 UTC,620505,judithmaxwell,https://www.inaturalist.org/observations/23037876,Calochortus tolmiei,Liliaceae,1,39
23038195,2019-04-24,2019-04-25 05:38:00 UTC,620505,judithmaxwell,https://www.inaturalist.org/observations/23038195,Quercus garryana,Fagaceae,1,40
23061529,2019-04-25,2019-04-25 17:43:58 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/23061529,Ceanothus,Rhamnaceae,1,74
23062066,2019-04-25,2019-04-25 17:56:06 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/23062066,Ceanothus thyrsiflorus thyrsiflorus,Rhamnaceae,1,75
23062100,2019-04-25,2019-04-25 17:57:14 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/23062100,Ceanothus thyrsiflorus thyrsiflorus,Rhamnaceae,1,76
23066325,2019-04-25,2019-04-25 19:18:50 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/23066325,Taraxacum officinale,Asteraceae,1,77
23066479,2019-04-25,2019-04-25 19:21:30 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/23066479,Taraxacum officinale,Asteraceae,1,78
23066670,2019-04-25,2019-04-25 19:24:48 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/23066670,Taraxacum,Asteraceae,1,79
23066738,2019-04-25,2019-04-25 19:26:18 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/23066738,Taraxacum officinale,Asteraceae,1,80
23066840,2019-04-25,2019-04-25 19:28:49 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/23066840,Taraxacum officinale,Asteraceae,1,81
23066936,2019-04-25,2019-04-25 19:30:34 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/23066936,Taraxacum officinale,Asteraceae,1,82
23068845,2019-04-25,2019-04-25 19:59:28 UTC,754260,ellenwatrous,https://www.inaturalist.org/observations/23068845,Plectritis congesta,Caprifoliaceae,2,208
23070769,2019-04-25,2019-04-25 20:37:15 UTC,754260,ellenwatrous,https://www.inaturalist.org/observations/23070769,Cornus nuttallii,Cornaceae,1,209
23079714,2019-04-25,2019-04-25 23:12:23 UTC,754260,ellenwatrous,https://www.inaturalist.org/observations/23079714,Camassia quamash,Asparagaceae,10,210
23080727,2019-04-25,2019-04-25 20:25:07 UTC,327525,brianalindh,https://www.inaturalist.org/observations/23080727,Hedera helix,Araliaceae,7,39
23080798,2019-04-25,2019-04-25 20:31:57 UTC,327525,brianalindh,https://www.inaturalist.org/observations/23080798,Prunus laurocerasus,Rosaceae,2,40
23081258,2019-04-25,2019-04-25 21:06:35 UTC,327525,brianalindh,https://www.inaturalist.org/observations/23081258,Ceanothus,Rhamnaceae,3,41
23086587,2019-04-25,2019-04-26 01:18:31 UTC,792775,dto,https://www.inaturalist.org/observations/23086587,Laurales,,23,84
23089123,2019-04-25,2019-04-25 21:32:45 UTC,327525,brianalindh,https://www.inaturalist.org/observations/23089123,Limnanthes douglasii,Limnanthaceae,3,42
23089258,2019-04-25,2019-04-25 21:49:24 UTC,327525,brianalindh,https://www.inaturalist.org/observations/23089258,Camassia quamash,Asparagaceae,1,43
23089469,2019-04-25,2019-04-25 23:42:43 UTC,327525,brianalindh,https://www.inaturalist.org/observations/23089469,Acer circinatum,Sapindaceae,1,44
23102174,2019-04-25,2019-04-25 22:55:00 UTC,620505,judithmaxwell,https://www.inaturalist.org/observations/23102174,Salix,Salicaceae,4,41
23102255,2019-04-25,2019-04-26 00:27:00 UTC,620505,judithmaxwell,https://www.inaturalist.org/observations/23102255,Arctostaphylos patula,Ericaceae,19,42
23102882,2019-04-25,2019-04-26 01:25:00 UTC,620505,judithmaxwell,https://www.inaturalist.org/observations/23102882,Aculeata,,10,43
23230203,2019-04-26,2019-04-26 21:42:08 UTC,754260,ellenwatrous,https://www.inaturalist.org/observations/23230203,Limnanthes douglasii,Limnanthaceae,10,211
23240718,2019-04-26,2019-04-26 22:35:57 UTC,754260,ellenwatrous,https://www.inaturalist.org/observations/23240718,Camassia leichtlinii,Asparagaceae,2,212
23251239,2019-04-26,2019-04-26 23:29:47 UTC,327525,brianalindh,https://www.inaturalist.org/observations/23251239,Malus,Rosaceae,1,45
23251459,2019-04-26,2019-04-26 21:45:09 UTC,327525,brianalindh,https://www.inaturalist.org/observations/23251459,Claytonia sibirica,Montiaceae,4,46
23251845,2019-04-26,2019-04-26 22:18:38 UTC,327525,brianalindh,https://www.inaturalist.org/observations/23251845,Prosartes hookeri,Liliaceae,2,47
23319046,2019-04-26,2019-04-27 06:14:00 UTC,620505,judithmaxwell,https://www.inaturalist.org/observations/23319046,Madia elegans,Asteraceae,3,44
23320163,2019-04-26,2019-04-27 06:37:00 UTC,620505,judithmaxwell,https://www.inaturalist.org/observations/23320163,Lupinus latifolius,Fabaceae,1,45
23320746,2019-04-26,2019-04-26 22:26:00 UTC,620505,judithmaxwell,https://www.inaturalist.org/observations/23320746,,,3,46
23320869,2019-04-26,2019-04-26 23:13:00 UTC,620505,judithmaxwell,https://www.inaturalist.org/observations/23320869,Lomatium,Apiaceae,9,47
23321014,2019-04-26,2019-04-27 02:31:00 UTC,620505,judithmaxwell,https://www.inaturalist.org/observations/23321014,Mimulus,Phrymaceae,2,48
23370226,2019-04-27,,620505,judithmaxwell,https://www.inaturalist.org/observations/23370226,,,9,49
23370280,2019-04-25,2019-04-25 21:27:50 UTC,620505,judithmaxwell,https://www.inaturalist.org/observations/23370280,Arctostaphylos patula,Ericaceae,3,44
23370339,2019-04-27,,620505,judithmaxwell,https://www.inaturalist.org/observations/23370339,,,9,49
23370380,2019-04-26,2019-04-26 18:30:39 UTC,620505,judithmaxwell,https://www.inaturalist.org/observations/23370380,Lupinus,Fabaceae,1,50
23370425,2019-04-26,2019-04-26 20:13:45 UTC,620505,judithmaxwell,https://www.inaturalist.org/observations/23370425,Lomatium,Apiaceae,4,52
23479676,2019-04-27,2019-04-27 21:33:11 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/23479676,,,1,83
23479936,2019-04-27,2019-04-27 21:34:40 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/23479936,Plectritis,Caprifoliaceae,1,83
23484023,2019-04-27,2019-04-27 21:51:03 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/23484023,Camassia,Asparagaceae,1,84
23484940,2019-04-27,2019-04-27 21:55:03 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/23484940,Camassia,Asparagaceae,1,85
23485710,2019-04-27,2019-04-27 21:59:11 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/23485710,Camassia quamash,Asparagaceae,1,86
23486736,2019-04-27,2019-04-27 22:02:49 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/23486736,Lomatium utriculatum,Apiaceae,1,87
23487275,2019-04-27,2019-04-27 22:04:34 UTC,429964,amelathopoulos,https://www.inaturalist.org/observations/23487275,Ribes aureum,Grossulariaceae,5,1
23487521,2019-04-27,2019-04-27 22:06:14 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/23487521,Lomatium utriculatum,Apiaceae,1,88
23489826,2019-04-27,2019-04-27 22:16:06 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/23489826,Lomatium utriculatum,Apiaceae,1,89
23490559,2019-04-27,2019-04-27 22:19:02 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/23490559,Camassia,Asparagaceae,1,90
23492548,2019-04-27,2019-04-27 22:27:00 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/23492548,Ranunculus occidentalis,Ranunculaceae,1,91
23496391,2019-04-27,2019-04-27 22:43:24 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/23496391,Plectritis congesta congesta,Caprifoliaceae,1,92
23498155,2019-04-27,2019-04-27 22:53:05 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/23498155,Camassia quamash,Asparagaceae,1,93
23499667,2019-04-27,2019-04-27 22:58:57 UTC,752114,stephaniehazen,https://www.inaturalist.org/observations/23499667,Camassia,Asparagaceae,1,91
23530414,2019-04-26,2019-04-27 00:24:07 UTC,175529,jerrypaul,https://www.inaturalist.org/observations/23530414,Berberis darwinii,Berberidaceae,5,76
23531004,2019-04-26,2019-04-26 23:18:16 UTC,175529,jerrypaul,https://www.inaturalist.org/observations/23531004,Ceanothus cuneatus,Rhamnaceae,16,75
23531350,2019-04-27,2019-04-27 21:15:20 UTC,327525,brianalindh,https://www.inaturalist.org/observations/23531350,Marah oregana,Cucurbitaceae,8,48
23531663,2019-04-27,2019-04-27 21:45:41 UTC,327525,brianalindh,https://www.inaturalist.org/observations/23531663,Malus,Rosaceae,8,49
23532044,2019-04-27,2019-04-27 22:08:20 UTC,327525,brianalindh,https://www.inaturalist.org/observations/23532044,,,5,50
23675465,2019-04-27,2019-04-27 22:45:00 UTC,1539907,pdxmartha,https://www.inaturalist.org/observations/23675465,Ribes grossularia,Grossulariaceae,1,1
23703547,2019-04-19,2019-04-19 21:18:07 UTC,1445574,janknapik,https://www.inaturalist.org/observations/23703547,,,2,3
23712262,2019-04-28,2019-04-28 19:27:59 UTC,1539907,pdxmartha,https://www.inaturalist.org/observations/23712262,Malus,Rosaceae,1,1
23719105,2019-04-28,2019-04-28 19:54:36 UTC,816767,jeaniet,https://www.inaturalist.org/observations/23719105,Rosmarinus officinalis,Lamiaceae,6,70
23727087,2019-04-28,2019-04-28 20:02:53 UTC,1582689,twoleglaura,https://www.inaturalist.org/observations/23727087,Bellis,Asteraceae,1,1
23741271,2019-04-28,2019-04-28 19:53:08 UTC,325615,grottaa,https://www.inaturalist.org/observations/23741271,Pyrus pyrifolia,Rosaceae,4,1
23741389,2019-04-28,2019-04-28 20:38:59 UTC,325615,grottaa,https://www.inaturalist.org/observations/23741389,Geranium,Geraniaceae,1,2
23741521,2019-04-28,2019-04-28 20:58:38 UTC,325615,grottaa,https://www.inaturalist.org/observations/23741521,Camassia,Asparagaceae,1,3
23755125,2019-04-28,2019-04-28 22:06:23 UTC,754260,ellenwatrous,https://www.inaturalist.org/observations/23755125,Prunus virginiana,Rosaceae,10,213
23785725,2019-04-28,2019-04-28 23:53:12 UTC,754260,ellenwatrous,https://www.inaturalist.org/observations/23785725,Camassia quamash,Asparagaceae,14,214
23791910,2019-04-28,2019-04-28 20:56:56 UTC,1425646,francis_opila,https://www.inaturalist.org/observations/23791910,Vaccinium,Ericaceae,1,1
23792249,2019-04-28,2019-04-28 21:08:56 UTC,1425646,francis_opila,https://www.inaturalist.org/observations/23792249,Poaceae,Poaceae,1,2
23792612,2019-04-28,2019-04-28 22:47:04 UTC,1425646,francis_opila,https://www.inaturalist.org/observations/23792612,Acer circinatum,Sapindaceae,1,3
23803562,2019-04-28,2019-04-28 18:00:00 UTC,1462047,marksg,https://www.inaturalist.org/observations/23803562,Syringa vulgaris,Oleaceae,2,17
