id,observed_on,time_observed_at,user_id,image_url,place_guess,latitude,longitude,positional_accuracy,place_town_name,place_county_name,place_state_name,place_admin1_name,place_admin2_name,scientific_name,field:flower bee is visiting,field:location name,field:number of bees collected,field:oba collection method,field:oba collector id,field:sample id,field:trap installed,field:trap removed
11909430,4/30/2018,2018-04-30 19:33:08 UTC,429964,https://static.inaturalist.org/photos/17049875/medium.jpeg?1525116839,"SW Campus Way, Corvallis, OR 97330, USA",44.56599744,-123.311298,11,,Benton,Oregon,Oregon,Benton,,,,0,nest block,apm,block144,,
12563012,5/17/2018,2018-05-17 23:10:43 UTC,429964,https://static.inaturalist.org/photos/18151017/medium.jpeg?1526605884,"Mosier Plateau Trail, Mosier, OR 97040, USA",45.68691135,-121.3849104,6,,Wasco,Oregon,Oregon,Wasco,,,,0,nest block,apm,block175,,
12563016,5/17/2018,2018-05-17 23:19:37 UTC,429964,https://static.inaturalist.org/photos/18151026/medium.jpeg?1526605899,"Mosier Plateau Trail, Mosier, OR 97040, USA",45.68734181,-121.3863452,4,,Wasco,Oregon,Oregon,Wasco,,,,0,nest block,apm,block180,,
15769495,8/2/2018,2018-08-02 21:01:56 UTC,429964,https://static.inaturalist.org/photos/23559149/medium.jpeg?1534896002,"Clatsop County, US-OR, US",46.10223554,-123.5061473,3,,Clatsop,Oregon,Oregon,Clatsop,Cirsium vulgare,,,7,net,apm,viii-2,,
15055138,8/2/2018,2018-08-02 20:10:03 UTC,429964,https://static.inaturalist.org/photos/22475711/medium.jpeg?1533243846,"92630 Maggie Johnson Rd, Astoria, OR 97103, USA",46.1657413,-123.5982442,2799,,Clatsop,Oregon,Oregon,Clatsop,Digitalis purpurea,,,0,net,apm,viii-2-1,,
11341608,4/22/2018,2018-04-22 22:29:24 UTC,429964,https://static.inaturalist.org/photos/16154110/medium.jpeg?1524438920,"Marquam Trail, Portland, OR 97221, USA",45.51034033,-122.7193477,4,Portland,Multnomah,Oregon,Oregon,Multnomah,,,,8,net,bls,tba,,
14526838,7/19/2018,2018-07-19 22:27:50 UTC,792859,https://static.inaturalist.org/photos/21632109/medium.jpg?1532039489,"17570 Wolf Dr, Sandy, OR, US",45.39636667,-122.2553717,5,,Clackamas,Oregon,Oregon,Clackamas,Cosmos bipinnatus,,,1,net,C Vanden Heuvel,1,,
12525100,5/16/2018,2018-05-16 21:14:48 UTC,792859,https://static.inaturalist.org/photos/18086109/medium.jpg?1526505482,"3831 Klindt Dr, The Dalles, OR, US",45.63023833,-121.1980533,5,,Wasco,Oregon,Oregon,Wasco,Bombus nevadensis,,,1,net,CV,1,,
12802322,5/22/2018,2018-05-22 20:27:52 UTC,12665,https://static.inaturalist.org/photos/18562952/medium.jpg?1527266825,"14000–14198 Stampher Rd, Lake Oswego, OR, US",45.42246996,-122.6585346,10,,Clackamas,Oregon,Oregon,Clackamas,Physocarpus capitatus,,Trying creek confluence,,net,Doc,1,,
12468673,4/18/2018,2018-04-18 21:05:00 UTC,384451,https://static.inaturalist.org/photos/17996208/medium.jpg?1526355181,"Columbia County, Oregon, Fairgrounds",45.848936,-122.86942,30,,Columbia,Oregon,Oregon,Columbia,Taraxacum officinale,,"Oregon, St. Helens, Fairgrounds, Demogarden",2,net,DRB,1,,
12471655,4/18/2018,2018-04-19 01:42:00 UTC,384451,https://static.inaturalist.org/photos/17996434/medium.jpg?1526355688,"Oregon, Scappoose, Brimacombe",45.78537,-122.886832,13,,Columbia,Oregon,Oregon,Columbia,,,"Oregon, Scappoose, Brimacombe",1,net,DRB,2,,
12471914,4/20/2018,2018-04-20 21:20:00 UTC,384451,https://static.inaturalist.org/photos/17996864/medium.jpg?1526356311,"Oregon, Aurora, NWREC",45.281278,-122.749645,7,,Clackamas,Oregon,Oregon,Clackamas,Taraxacum officinale,,"Oregon, Aurora, NWREC",1,net,DRB,3,,
12472000,4/21/2018,,384451,https://static.inaturalist.org/photos/17997050/medium.jpg?1526356661,"Oregon, Multnomah Village, Maplewood School",45.471311,-122.729909,10,Portland,Multnomah,Oregon,Oregon,Multnomah,,,"Oregon, Multnomah Village, Maplewood School",1,net,DRB,4,,
12472128,4/21/2018,2018-04-22 00:15:00 UTC,384451,https://static.inaturalist.org/photos/17997279/medium.jpg?1526357052,"Oregon, Scappoose, Brimacombe",45.78537,-122.886833,14,,Columbia,Oregon,Oregon,Columbia,Taraxacum,,"Oregon, Scappoose, Brimacombe",1,net,DRB,5,,
12472267,4/22/2018,2018-04-23 01:00:00 UTC,384451,,"Oregon, Scappoose, Brimacombe",45.785099,-122.887533,12,,Columbia,Oregon,Oregon,Columbia,,,"Oregon, Scappoose, Brimacombe",1,net,DRB,6,,
12472629,4/24/2018,,384451,https://static.inaturalist.org/photos/17998086/medium.jpg?1526358215,"Oregon, Scappoose, Brimacombe",45.785043,-122.885765,21,,Columbia,Oregon,Oregon,Columbia,Nomada,,"Oregon, Scappoose, Brimacombe",2,net,DRB,7,,
12504728,5/2/2018,2018-05-03 00:00:00 UTC,384451,https://static.inaturalist.org/photos/18051878/medium.jpg?1526440313,"Oregon, St. Helens, OSU Extension",45.864857,-122.818399,39,,Columbia,Oregon,Oregon,Columbia,Camassia,,"Oregon, St. Helens, OSU Extension",3,net,DRB,8,,
12505562,5/2/2018,2018-05-03 00:00:00 UTC,384451,https://static.inaturalist.org/photos/18053316/medium.jpg?1526442512,"Oregon, St. Helens, OSU Extension",45.864857,-122.818399,39,,Columbia,Oregon,Oregon,Columbia,Plectritis congesta,,"Oregon, St. Helens, OSU Extension",4,net,DRB,9,,
12505696,5/2/2018,2018-05-03 00:00:00 UTC,384451,https://static.inaturalist.org/photos/18053617/medium.jpg?1526443099,"Oregon, St. Helens, OSU Extension",45.864857,-122.818399,39,,Columbia,Oregon,Oregon,Columbia,,,"Oregon, St. Helens, OSU Extension",6,net,DRB,10,,
12505795,5/2/2018,2018-05-03 00:00:00 UTC,384451,https://static.inaturalist.org/photos/18053795/medium.jpg?1526443485,"Oregon, St. Helens, OSU Extension",45.864857,-122.818399,39,,Columbia,Oregon,Oregon,Columbia,Erythranthe guttata,,"Oregon, St. Helens, OSU Extension",2,net,DRB,11,,
12506047,5/10/2018,2018-05-10 22:15:00 UTC,384451,https://static.inaturalist.org/photos/18054217/medium.jpg?1526444623,"Oregon, St. Helens, OSU Extension",45.864857,-122.818399,39,,Columbia,Oregon,Oregon,Columbia,Plagiobothrys,,"Oregon, St. Helens, OSU Extension",1,net,DRB,12,,
12729757,5/14/2018,2018-05-14 22:38:00 UTC,384451,,"Oregon, Scappoose, Community Center Garden",45.74953,-122.880649,4,,Columbia,Oregon,Oregon,Columbia,,,"Oregon, Scappoose, Community center Garden",3,net,DRB,13,,
12729845,5/14/2018,2018-05-14 22:38:00 UTC,384451,https://static.inaturalist.org/photos/18437716/medium.jpg?1527044762,"Oregon, Scappoose, Community Center Garden",45.749503,-122.880446,4,,Columbia,Oregon,Oregon,Columbia,Eschscholzia californica,,"Oregon, Scappoose, Community center Garden",2,net,DRB,14,,
12729945,5/14/2018,2018-05-14 23:00:00 UTC,384451,,"Oregon, Scappoose, Community Center Garden",45.749458,-122.880453,3,,Columbia,Oregon,Oregon,Columbia,,,"Oregon, Scappoose, Community center Garden",1,net,DRB,15,,
12730179,5/17/2018,2018-05-17 22:00:00 UTC,384451,https://static.inaturalist.org/photos/18438267/medium.jpg?1527045735,"Columbia County, US-OR, US",45.864646,-122.818721,10,,Columbia,Oregon,Oregon,Columbia,Plectritis congesta congesta,,"Oregon, St. Helens, OSU Extension",1,net,DRB,16,,
12911733,5/23/2018,2018-05-23 19:00:00 UTC,384451,https://static.inaturalist.org/photos/18754717/medium.jpeg?1527555094,"Oregon, Scappoose, Community Center Garden",45.749528,-122.880446,10,,Columbia,Oregon,Oregon,Columbia,Eschscholzia californica,,"Oregon, Scappoose, Community center Garden",7,net,DRB,17,,
12911299,5/23/2018,2018-05-23 19:15:00 UTC,384451,https://static.inaturalist.org/photos/18753640/medium.jpeg?1527554121,"Oregon, Scappoose, Community Center Garden",45.749313,-122.880638,10,,Columbia,Oregon,Oregon,Columbia,Bellis perennis,,"Oregon, Scappoose, Community center Garden",3,net,DRB,18,,
14060855,6/1/2018,2018-06-01 19:15:00 UTC,384451,,"Oregon, Aurora, NWREC",45.282222,-122.750092,10,,Clackamas,Oregon,Oregon,Clackamas,Taraxacum officinale,,"Oregon, Aurora, NWREC",1,net,DRB,19,,
14060894,6/1/2018,2018-06-01 22:15:00 UTC,384451,,"Oregon, Aurora, NWREC",45.282222,-122.750092,10,,Clackamas,Oregon,Oregon,Clackamas,Bellis perennis,,"Oregon, Aurora, NWREC",1,net,DRB,20,,
14061458,6/1/2018,2018-06-01 19:15:00 UTC,384451,https://static.inaturalist.org/photos/20810511/medium.jpg?1530755542,"Clackamas County, US-OR, US",45.282222,-122.75013,10,,Clackamas,Oregon,Oregon,Clackamas,Cistus,,"Oregon, Aurora, NWREC",1,net,DRB,21,,
14061839,6/16/2018,2018-06-16 17:00:00 UTC,384451,https://static.inaturalist.org/photos/20811050/medium.jpg?1530756298,"Oregon, Gresham, Headwater Farm",45.464972,-122.367553,5,,Multnomah,Oregon,Oregon,Multnomah,Eriophyllum confertiflorum,,"Oregon, Gresham, Headwater Farm",2,net,DRB,22,,
14062219,6/19/2018,2018-06-19 17:00:00 UTC,384451,https://static.inaturalist.org/photos/20811747/medium.jpg?1530757266,"Oregon, Clatsop County, Warrenton, Camp Kiwanilong",46.160038,-123.951226,5,,Clatsop,Oregon,Oregon,Clatsop,Stachys chamissonis,,"Oregon, Clatsop Co, Warrenton, Camp Kiwanilong",3,net,DRB,23,,
14062277,6/19/2018,2018-06-19 20:45:00 UTC,384451,,"Oregon, Clatsop County, Warrenton, Camp Kiwanilong",46.159849,-123.951671,45,,Clatsop,Oregon,Oregon,Clatsop,,,"Oregon, Clatsop Co, Warrenton, Camp Kiwanilong",2,net,DRB,24,,
14062343,6/19/2018,2018-06-19 20:45:00 UTC,384451,,"Oregon, Clatsop County, Warrenton, Camp Kiwanilong",46.159849,-123.951671,45,,Clatsop,Oregon,Oregon,Clatsop,,,"Oregon, Clatsop Co, Warrenton, Camp Kiwanilong",5,net,DRB,25,,
14062583,6/19/2018,2018-06-19 21:30:00 UTC,384451,,"Oregon, Clatsop County, Warrenton, Camp Kiwanilong",46.159849,-123.951671,45,,Clatsop,Oregon,Oregon,Clatsop,,,"Oregon, Clatsop Co, Warrenton, Camp Kiwanilong",8,net,DRB,26,,
14062642,6/19/2018,2018-06-19 23:00:00 UTC,384451,,"Oregon, Clatsop County, Warrenton, Camp Kiwanilong",46.159849,-123.951671,45,,Clatsop,Oregon,Oregon,Clatsop,,,"Oregon, Clatsop Co, Warrenton, Camp Kiwanilong",2,net,DRB,27,,
14062718,6/19/2018,2018-06-19 23:45:00 UTC,384451,,"Oregon, Clatsop County, Warrenton, Camp Kiwanilong",46.159849,-123.951671,45,,Clatsop,Oregon,Oregon,Clatsop,,,"Oregon, Clatsop Co, Warrenton, Camp Kiwanilong",1,net,DRB,28,,
14062771,6/19/2018,2018-06-19 23:45:00 UTC,384451,,"Oregon, Clatsop County, Warrenton, Camp Kiwanilong",46.159849,-123.951671,45,,Clatsop,Oregon,Oregon,Clatsop,,,"Oregon, Clatsop Co, Warrenton, Camp Kiwanilong",2,net,DRB,29,,
14062851,6/19/2018,2018-06-19 23:45:00 UTC,384451,,"Oregon, Clatsop County, Warrenton, Camp Kiwanilong",46.159849,-123.951671,45,,Clatsop,Oregon,Oregon,Clatsop,,,"Oregon, Clatsop Co, Warrenton, Camp Kiwanilong",1,net,DRB,30,,
14063089,6/26/2018,2018-06-26 21:40:00 UTC,384451,,"Oregon, St Helens, Fairgrounds, Demo Garden",45.848991,-122.869367,19,,Columbia,Oregon,Oregon,Columbia,Lavandula angustifolia,,"Oregon, St. Helens, Fairgrounds, Demo Garden",1,net,DRB,31,,
14063144,6/26/2018,2018-06-26 21:44:00 UTC,384451,,"Oregon, St Helens, Fairgrounds, Demo Garden",45.848991,-122.869367,19,,Columbia,Oregon,Oregon,Columbia,Pseudoveronica,,"Oregon, St. Helens, Fairgrounds, Demo Garden",1,net,DRB,32,,
14063182,6/26/2018,2018-06-26 21:46:00 UTC,384451,,"Oregon, St Helens, Fairgrounds, Demo Garden",45.848991,-122.869367,19,,Columbia,Oregon,Oregon,Columbia,Tanacetum parthenium,,"Oregon, St. Helens, Fairgrounds, Demo Garden",1,net,DRB,33,,
14063220,6/26/2018,2018-06-26 21:46:00 UTC,384451,,"Oregon, St Helens, Fairgrounds, Demo Garden",45.848991,-122.869367,19,,Columbia,Oregon,Oregon,Columbia,Lobularia maritima,,"Oregon, St. Helens, Fairgrounds, Demo Garden",2,net,DRB,34,,
14063249,6/26/2018,2018-06-26 21:51:00 UTC,384451,,"Oregon, St Helens, Fairgrounds, Demo Garden",45.848991,-122.869367,19,,Columbia,Oregon,Oregon,Columbia,,,"Oregon, St. Helens, Fairgrounds, Demo Garden",3,net,DRB,35,,
14063300,6/26/2018,2018-06-26 21:55:00 UTC,384451,,"Oregon, St Helens, Fairgrounds, Demo Garden",45.848991,-122.869367,19,,Columbia,Oregon,Oregon,Columbia,,,"Oregon, St. Helens, Fairgrounds, Demo Garden",1,net,DRB,36,,
14063329,6/26/2018,2018-06-26 22:01:00 UTC,384451,,"Oregon, St Helens, Fairgrounds, Demo Garden",45.848991,-122.869367,19,,Columbia,Oregon,Oregon,Columbia,Rubus fruticosus,,"Oregon, St. Helens, Fairgrounds, Demo Garden",4,net,DRB,37,,
14063365,6/26/2018,2018-06-26 22:06:00 UTC,384451,,"Oregon, St Helens, Fairgrounds, Demo Garden",45.848991,-122.869367,19,,Columbia,Oregon,Oregon,Columbia,Bidens ferulifolia,,"Oregon, St. Helens, Fairgrounds, Demo Garden",1,net,DRB,38,,
14063381,6/26/2018,2018-06-26 22:06:00 UTC,384451,,"Oregon, St Helens, Fairgrounds, Demo Garden",45.848991,-122.869367,19,,Columbia,Oregon,Oregon,Columbia,,,"Oregon, St. Helens, Fairgrounds, Demo Garden",1,net,DRB,39,,
12712562,5/22/2018,2018-05-22 17:05:46 UTC,792468,https://static.inaturalist.org/photos/18408199/medium.jpg?1527008898,"Oregon, US",45.14469871,-123.2667321,165,,Yamhill,Oregon,Oregon,Yamhill,Lupinus rivularis,,"McMinnville, Gopher Valley",1,net,Dto,16,,
12712759,5/22/2018,2018-05-22 17:15:03 UTC,792468,https://static.inaturalist.org/photos/18408620/medium.jpg?1527009463,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.13370551,-123.3739013,24,,Yamhill,Oregon,Oregon,Yamhill,Bellis perennis,,"McMinnvile, Gopher Valley",1,net,Dto,17,,
12713515,5/22/2018,2018-05-22 17:42:36 UTC,792468,https://static.inaturalist.org/photos/18410059/medium.jpg?1527011086,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.13520242,-123.3736532,16,,Yamhill,Oregon,Oregon,Yamhill,Crepis capillaris,,"McMinnville, Gopher Valley",3,net,Dto,18,,
12714446,5/22/2018,2018-05-22 18:13:48 UTC,792468,https://static.inaturalist.org/photos/18411597/medium.jpg?1527012902,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.13370087,-123.3732506,24,,Yamhill,Oregon,Oregon,Yamhill,Eschscholzia californica,,"McMinnville, Gopher Valley",1,net,Dto,19,,
12714878,5/22/2018,2018-05-22 18:29:06 UTC,792468,https://static.inaturalist.org/photos/18412331/medium.jpg?1527013796,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.13388186,-123.373059,24,,Yamhill,Oregon,Oregon,Yamhill,Cerastium tomentosum,,"McMinnville, Gopher Valley",2,net,Dto,20,,
12275259,5/8/2018,2018-05-08 19:19:27 UTC,792775,https://static.inaturalist.org/photos/17653596/medium.jpeg?1525813171,"17701 Gopher Valley Rd, Sheridan, OR 97378, USA",45.1338088,-123.3729494,20,,Yamhill,Oregon,Oregon,Yamhill,Acer circinatum,,Jeanie Taylor farm,7,net,dto,dto10,,
12336550,5/10/2018,2018-05-10 22:26:44 UTC,792775,https://static.inaturalist.org/photos/17762033/medium.jpeg?1525993707,"12439-12533 SE Burns Rd, McMinnville, OR 97128, USA",45.1706285,-123.1860995,116,,Yamhill,Oregon,Oregon,Yamhill,Phacelia tanacetifolia,,O'Loughlin farms,14,net,dto,dto11,,
12459491,5/14/2018,2018-05-14 19:13:17 UTC,792775,https://static.inaturalist.org/photos/17975634/medium.jpeg?1526329898,"Yamhill County, US-OR, US",45.25876419,-123.0742189,10,,Yamhill,Oregon,Oregon,Yamhill,Sidalcea campestris,,winter's hill estate,11,net,dto,dto12,,
