id,observed_on,user_id,place_guess,latitude,longitude,place_town_name,place_county_name,place_admin1_name,place_admin2_name,field:flower bee is visiting,field:location name,field:number of bees collected,field:oba collection method,field:oba collector id,field:sample id,field:trap installed,field:trap removed
13670640,6/22/2018,429964,"Lane County, US-OR, US",43.61924326,-122.1086463,,Lane,Oregon,Lane,,,0,pan trap,apm,22vi2,2018-06-22T07:40:00-07:00,2018-06-22T19:18:00-07:00
13670692,6/22/2018,429964,"Crescent, OR 97733, USA",43.5502238,-121.9507267,,Klamath,Oregon,Klamath,,,0,pan trap,apm,22vi3,2018-06-22T08:04:00-07:00,2018-06-22T18:58:00-07:00
13670700,6/22/2018,429964,"Klamath County, US-OR, US",43.47261325,-121.8927594,,Klamath,Oregon,Klamath,,,0,pan trap,apm,22vi4,2018-06-22T08:18:00-07:00,2018-06-22T18:39:00-07:00
13679921,6/22/2018,429964,"Klamath County, US-OR, US",43.33986565,-121.7652458,,Klamath,Oregon,Klamath,,,0,pan trap,apm,22vi6,2018-06-22T08:47:00-07:00,
13685289,6/22/2018,429964,"28900 The Dalles-California Hwy, Chiloquin, OR 97624, USA",42.48851537,-121.8768645,,Klamath,Oregon,Klamath,,,7,net,apm,22vi7,,
13722414,6/22/2018,429964,"Lane County, US-OR, US",43.69662224,-122.2661554,,Lane,Oregon,Lane,,,5,net,apm,22vi8,,
13753464,6/23/2018,429964,"NF-830, Sisters, OR 97759, USA",44.42427151,-121.918275,,Linn,Oregon,Linn,,,0,pan trap,apm,23vi2,2018-06-23T18:48:00-07:00,
13753484,6/23/2018,429964,"US-20, Sisters, OR 97759, USA",44.36373972,-121.6168436,,Deschutes,Oregon,Deschutes,,,0,pan trap,apm,23vi3,2018-06-23T19:20:00-07:00,
13409117,6/13/2018,754260,"3334 NW Covey Run, Corvallis, OR 97330, US",44.59944426,-123.3156,,Benton,Oregon,Benton,,backyard,1,net,EW,71,,
13418412,6/13/2018,754260,"6613 SW West Hills Rd, Corvallis, OR 97333, USA",44.558053,-123.327448,,Benton,Oregon,Benton,,Barb's garage,6,net,EW,72,,
13525467,6/17/2018,754260,"33-5-10 Rd, Wolf Creek, OR 97497, USA",42.69140378,-123.2612434,,Josephine,Oregon,Josephine,,"King Mtn, Speaker Rd 9 mi east of intersection with I5",1,net,EW,73,,
13525667,6/17/2018,754260,"33-5-10 Rd, Wolf Creek, OR 97497, USA",42.69135409,-123.261503,,Josephine,Oregon,Josephine,,"King Mtn, Speaker Rd 9 mi east of intersection with I5",1,net,EW,74,,
13563197,6/18/2018,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59931472,-123.3159857,,Benton,Oregon,Benton,,backyard,4,net,EW,75,,
13592550,6/19/2018,754260,"Oregon, US",44.44101218,-123.2048679,,Benton,Oregon,Benton,,backyard,6,net,EW,76,,
13595957,6/19/2018,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59893408,-123.3155327,,Benton,Oregon,Benton,,backyard,10,net,EW,77,,
13649964,6/21/2018,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59916879,-123.3147497,,Benton,Oregon,Benton,,backyard,6,net,EW,78,,
13725166,6/23/2018,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59936554,-123.3160518,,Benton,Oregon,Benton,,backyard,1,net,EW,79,,
13726902,6/23/2018,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.599179,-123.315023,,Benton,Oregon,Benton,,backyard,1,net,EW,80,,
13808612,6/26/2018,754260,"2800 NW 29th St, Corvallis, OR 97330, USA",44.59367993,-123.2865935,,Benton,Oregon,Benton,,"Hidden Creek, Unit 21",1,net,EW,81,,
13823897,6/26/2018,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59925785,-123.3150099,,Benton,Oregon,Benton,,backyard,6,net,EW,82,,
13823900,6/26/2018,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59927595,-123.3150166,,Benton,Oregon,Benton,,backyard,6,net,EW,83,,
13841502,6/27/2018,754260,"Oregon, US",44.41367541,-123.2868069,,Benton,Oregon,Benton,,backyard,4,net,EW,84,,
13843602,6/27/2018,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59888543,-123.3150059,,Benton,Oregon,Benton,,backyard,1,net,EW,85,,
13854812,6/27/2018,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59891774,-123.3148811,,Benton,Oregon,Benton,,backyard,6,net,EW,86,,
13870056,6/28/2018,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59924684,-123.3150425,,Benton,Oregon,Benton,,backyard,4,net,EW,87,,
13880594,6/28/2018,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59916455,-123.3152644,,Benton,Oregon,Benton,,backyard,1,net,EW,88,,
13968156,7/1/2018,754260,"Hart Mountain National Antelope Refuge, Lake County, US-OR, US",42.57709808,-119.7175222,,Lake,Oregon,Lake,,"Warner Valley Overlook, Hart Mtn Rd",8,net,EW,89,,
13982749,7/1/2018,754260,"Hart Mountain National Antelope Refuge, Lake County, US-OR, US",42.63981159,-119.5008373,,Lake,Oregon,Lake,,"Hart Mt-Frenchglen Rd, 1.5 mi NE of intersection with Flook Knoll Rd",4,net,EW,90,,
13990073,7/2/2018,754260,"14860 McKenzie Hwy, Sisters, OR 97759, USA",44.30207556,-121.6030209,,Deschutes,Oregon,Deschutes,,"McKenzie Hwy 242, 2.2 mi W of intersection with Hwy 20",2,net,EW,91,,
13991366,7/2/2018,754260,"14860 McKenzie Hwy, Sisters, OR 97759, USA",44.30180152,-121.6036707,,Deschutes,Oregon,Deschutes,,"McKenzie Hwy 242, 2.2 mi W of intersection with Hwy 20",1,net,EW,92,,
13991608,7/2/2018,754260,"14860 McKenzie Hwy, Sisters, OR 97759, USA",44.30173097,-121.6035866,,Deschutes,Oregon,Deschutes,,"McKenzie Hwy 242, 2.2 mi W of intersection with Hwy 20",1,net,EW,93,,
14006710,7/2/2018,754260,"Linn County, US-OR, US",44.25896675,-121.8120922,,Linn,Oregon,Linn,,"McKenzie Hwy 242, .7 mi west of McKenzie Summit",4,net,EW,94,,
14006715,7/2/2018,754260,"Linn County, US-OR, US",44.25902121,-121.8119644,,Linn,Oregon,Linn,,"McKenzie Hwy 242, .7 mi west of McKenzie Summit",3,net,EW,95,,
14006722,7/2/2018,754260,"NF-2676, Sisters, OR 97759, USA",44.43221466,-121.9590762,,Linn,Oregon,Linn,,"Little Nash Sno-Park, intersection of Santiam Hwy 20 and forest road 2676",1,net,EW,96,,
14006730,7/2/2018,754260,"Linn County, US-OR, US",44.40445943,-122.0747542,,Linn,Oregon,Linn,,"Lost Prairie on Santiam Hwy 20, 4.1 mi W of intersection with OR-126",4,net,EW,97,,
14113501,7/6/2018,754260,"NE Smith Ln, Corvallis, OR 97333, USA",44.56567009,-123.2406255,,Linn,Oregon,Linn,,ORGS student farm,3,net,EW,98,,
14113834,7/6/2018,754260,"NE Smith Ln, Corvallis, OR 97333, USA",44.5656917,-123.2406644,,Linn,Oregon,Linn,,ORGS student farm,2,net,EW,99,,
14113996,7/6/2018,754260,"NE Smith Ln, Corvallis, OR 97333, USA",44.56559808,-123.2406259,,Linn,Oregon,Linn,,ORGS student farm,1,net,EW,100,,
14116594,7/6/2018,754260,"NE Smith Ln, Corvallis, OR 97333, USA",44.56563303,-123.2407552,,Linn,Oregon,Linn,,ORGS student farm,1,net,EW,101,,
14116700,7/6/2018,754260,"NE Smith Ln, Corvallis, OR 97333, USA",44.56572623,-123.2407623,,Linn,Oregon,Linn,,ORGS student farm,5,net,EW,102,,
14116721,7/6/2018,754260,"NE Smith Ln, Corvallis, OR 97333, USA",44.56575224,-123.2407603,,Linn,Oregon,Linn,,ORGS student farm,5,net,EW,103,,
14119034,7/6/2018,754260,"NE Smith Ln, Corvallis, OR 97333, USA",44.56579431,-123.2410911,,Linn,Oregon,Linn,,ORGS student farm,1,net,EW,104,,
14146448,7/7/2018,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59934006,-123.3149395,,Benton,Oregon,Benton,,backyard,2,net,EW,105,,
14147216,7/7/2018,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59946374,-123.3152593,,Benton,Oregon,Benton,,backyard,8,net,EW,106,,
14148296,7/7/2018,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59937253,-123.3156018,,Benton,Oregon,Benton,,backyard,1,net,EW,107,,
14149346,7/7/2018,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59901748,-123.3154593,,Benton,Oregon,Benton,,backyard,2,net,EW,108,,
14169493,7/7/2018,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59880096,-123.3152306,,Benton,Oregon,Benton,,backyard,3,net,EW,109,,
14169514,7/7/2018,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59886031,-123.315856,,Benton,Oregon,Benton,,backyard,1,net,EW,110,,
13629511,6/20/2018,792083,"2895 Cloverdale Dr SE, Turner, OR, US",44.81778333,-123.0015194,,Marion,Oregon,Marion,,"Horses of Hope, Turner Oregon,",6,net,KDZ,19,,
13747297,6/23/2018,792083,"142 NW 1st St, Corvallis, OR, US",44.56442167,-123.2585667,,Benton,Oregon,Benton,,"Downtown Corvallis, farmers market blocks along riverbank",5,net,KDZ,21,,
13849672,6/27/2018,792083,"Smith Ln, Corvallis, OR, US",44.5657,-123.2406783,,Linn,Oregon,Linn,,ORGS student farm,13,net,KDZ,22,,
13900247,7/2/2018,792083,"Smith Ln, Corvallis, OR, US",44.5657,-123.2406783,,Linn,Oregon,Linn,,ORGS student farm,7,net,KDZ,23,,
13376761,6/12/2018,792083,"Smith Ln, Corvallis, OR, US",44.56577982,-123.2406913,,Linn,Oregon,Linn,,,,net,,,,
13774891,6/25/2018,792468,"97111, Carlton, OR, US",45.28833698,-123.1719141,,Yamhill,Oregon,Yamhill,,Dayton Winter's Hill Estate,1,net,Mol,200,,
13775275,6/25/2018,792468,"6451 NE Hilltop Ln, Dayton, OR, US",45.25814989,-123.0745776,,Yamhill,Oregon,Yamhill,,Dayton Winter's Hill Estate,1,net,Mol,201,,
13775475,6/25/2018,792468,"6451 NE Hilltop Ln, Dayton, OR, US",45.25819377,-123.07445,,Yamhill,Oregon,Yamhill,,Dayton Winter's Hill Estate,2,net,Mol,202,,
13776802,6/25/2018,792468,"6451 NE Hilltop Ln, Dayton, OR, US",45.25801355,-123.0740983,,Yamhill,Oregon,Yamhill,,Dayton Winter's Hill Estate,2,net,Mol,203,,
13777137,6/25/2018,792468,"13180 NE Stoller Rd, Dayton, OR, US",45.25797386,-123.0745842,,Yamhill,Oregon,Yamhill,,Dayton Winter's Hill Estate,1,net,Mol,204,,
13607733,6/19/2018,792775,"17701 Gopher Valley Rd, Sheridan, OR 97378, USA",45.1338823,-123.372975,,Yamhill,Oregon,Yamhill,,j,1,net,dto,dto33,,
13607742,6/19/2018,792775,"17701 Gopher Valley Rd, Sheridan, OR 97378, USA",45.133817,-123.3729245,,Yamhill,Oregon,Yamhill,,j,1,net,dto,dto34,,
13607750,6/19/2018,792775,"17701 Gopher Valley Rd, Sheridan, OR 97378, USA",45.1338823,-123.372975,,Yamhill,Oregon,Yamhill,,j,1,net,dto,dto35,,
13607752,6/19/2018,792775,"17701 Gopher Valley Rd, Sheridan, OR 97378, USA",45.133817,-123.3729245,,Yamhill,Oregon,Yamhill,,j,1,net,dto,dto36,,
13958184,6/14/2018,793138,Rolling Hills Rd,44.759065,-123.232464,,Polk,Oregon,Polk,,,1,net,PW,71,,
13958230,6/16/2018,793138,TFO,44.711711,-123.365616,,Benton,Oregon,Benton,,,1,net,PW,72,,
13967470,6/16/2018,793138,RHR,44.759065,-123.232464,,Polk,Oregon,Polk,,,9,net,PW,73,,
13967546,6/16/2018,793138,TFO,44.711711,-123.365616,,Benton,Oregon,Benton,,,1,net,PW,74,,
13967576,6/17/2018,793138,TFO,44.711711,-123.365616,,Benton,Oregon,Benton,,,2,net,PW,75,,
13967609,6/17/2018,793138,TFO,44.711711,-123.365616,,Benton,Oregon,Benton,,,1,net,PW,76,,
13967753,6/19/2018,793138,RHR,44.759065,-123.232464,,Polk,Oregon,Polk,,,11,pan trap,PW,77,6/18/2018 8:15,6/19/2018 11:16
13967921,6/19/2018,793138,RHR,44.759065,-123.232464,,Polk,Oregon,Polk,,,1,pan trap,PW,78,6/18/2018 8:15,6/19/2018 16:10
13968034,6/20/2018,793138,RHR,44.759065,-123.232464,,Polk,Oregon,Polk,,,6,net,PW,79,,
13968118,6/20/2018,793138,RHR,44.759065,-123.232464,,Polk,Oregon,Polk,,,5,net,PW,80,,
13968262,6/22/2018,793138,TFO,44.711711,-123.365616,,Benton,Oregon,Benton,,,1,net,PW,81,,
13968391,6/22/2018,793138,TFO,44.711711,-123.365616,,Benton,Oregon,Benton,,,1,net,PW,82,,
13968418,6/22/2018,793138,TFO,44.711711,-123.365616,,Benton,Oregon,Benton,,,2,net,PW,83,,
13968470,6/23/2018,793138,TFO,44.711711,-123.365616,,Benton,Oregon,Benton,,,1,net,PW,84,,
13968488,6/24/2018,793138,TFO,44.711711,-123.365616,,Benton,Oregon,Benton,,,3,net,PW,85,,
13968552,6/30/2018,793138,RHR,44.759065,-123.232464,,Polk,Oregon,Polk,,,4,net,PW,86,,
13428613,6/14/2018,800960,"41010 SE Louden Rd, Corbett, OR, US",45.50343,-122.2409283,,Multnomah,Oregon,Multnomah,,Louden rd Corbett or,1,net,Pa,26,,
13431447,6/14/2018,800960,"41010 SE Louden Rd, Corbett, OR, US",45.5031752,-122.241126,,Multnomah,Oregon,Multnomah,,,0,net,Pa,26,,
13431825,6/14/2018,800960,"41010 SE Louden Rd, Corbett, OR, US",45.50372833,-122.2407133,,Multnomah,Oregon,Multnomah,,Louden rd Corbett or,0,net,Pa,26,,
13456829,6/15/2018,800960,"8633 Mosier the Dalles Hwy, Mosier, OR, US",45.68747833,-121.3857717,,Wasco,Oregon,Wasco,,,3,net,A,26,,
13432209,6/14/2018,800960,"41010 SE Louden Rd, Corbett, OR, US",45.50318326,-122.241086,,Multnomah,Oregon,Multnomah,,,0,net,Pa,27,,
13492793,6/15/2018,800960,"8633 Mosier the Dalles Hwy, Mosier, OR, US",45.68747833,-121.3857717,,Wasco,Oregon,Wasco,,,1,net,Pa,27,,
13492644,6/15/2018,800960,"8633 Mosier the Dalles Hwy, Mosier, OR, US",45.68759167,-121.3857583,,Wasco,Oregon,Wasco,,,3,net,Pa,28,,
13492760,6/15/2018,800960,"8635 Mosier the Dalles Hwy, Mosier, OR, US",45.684025,-121.3859867,,Wasco,Oregon,Wasco,,,2,net,Pa,29,,
13549848,6/17/2018,800960,"41010 SE Louden Rd, Corbett, OR, US",45.50316317,-122.2410701,,Multnomah,Oregon,Multnomah,,,0,net,Pa,35,,
13431213,6/14/2018,806535,"731 NE 7th St, Newport, OR 97365, USA",44.64088596,-124.0432884,,Lincoln,Oregon,Lincoln,,newport,2,net,rah,10,,
13585053,6/19/2018,816767,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.13367019,-123.3727981,,Yamhill,Oregon,Yamhill,,gvr yard,2,net,jt,43,,
13585198,6/19/2018,816767,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.13382199,-123.3727895,,Yamhill,Oregon,Yamhill,,gvr yard,1,net,jt,44,,
13585503,6/19/2018,816767,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.13392496,-123.3733902,,Yamhill,Oregon,Yamhill,,gvr gdn,6,net,jt,45,,
13586232,6/19/2018,816767,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.13390174,-123.3734147,,Yamhill,Oregon,Yamhill,,gvr gdn,3,net,jt,46,,
13586402,6/19/2018,816767,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.13375091,-123.3734419,,Yamhill,Oregon,Yamhill,,gvr gdn,1,net,jt,47,,
13384029,6/12/2018,818691,"Alton Baker Park, Eugene, OR, US",44.05638883,-123.0817112,,Lane,Oregon,Lane,,Alton Baker Rock Garden,13,net,LD,30,,
13570987,6/17/2018,818691,"Umpqua River, Oakland, OR, US",43.47604667,-123.551405,,Douglas,Oregon,Douglas,,Umpqua River,4,net,LD,31,,
